ledger_id,account_id,event_type,session_id,credits_delta,cash_kes,balance_after,reason,created_at
LED-001677,HH-0133,green_reward,SYN-02226,13,0,266,green cooking behavior reward,2025-06-25T12:57:00
LED-001678,HH-0133,cook_charge,SYN-02323,-19,0,247,0.785 kWh cooking charge,2025-06-26T13:00:00
LED-001679,HH-0133,green_reward,SYN-02323,20,0,267,green cooking behavior reward,2025-06-26T13:00:00
LED-001680,HH-0140,top_up,,320,160,320,opening prepaid balance,2025-06-01T00:00:00
LED-001681,HH-0140,cook_charge,SYN-00084,-5,0,315,0.174 kWh cooking charge,2025-06-01T19:02:00
LED-001682,HH-0140,cook_charge,SYN-00148,-15,0,300,0.59 kWh cooking charge,2025-06-02T13:51:00
LED-001683,HH-0140,green_reward,SYN-00148,17,0,317,green cooking behavior reward,2025-06-02T13:51:00
LED-001684,HH-0140,cook_charge,SYN-00175,-11,0,306,0.423 kWh cooking charge,2025-06-02T19:25:00
LED-001685,HH-0140,cook_charge,SYN-00255,-7,0,299,0.282 kWh cooking charge,2025-06-03T13:56:00
LED-001686,HH-0140,green_reward,SYN-00255,11,0,310,green cooking behavior reward,2025-06-03T13:56:00
LED-001687,HH-0140,cook_charge,SYN-00312,-8,0,302,0.326 kWh cooking charge,2025-06-04T07:14:00
LED-001688,HH-0140,cook_charge,SYN-00358,-13,0,289,0.539 kWh cooking charge,2025-06-04T14:24:00
LED-001689,HH-0140,green_reward,SYN-00358,16,0,305,green cooking behavior reward,2025-06-04T14:24:00
LED-001690,HH-0140,cook_charge,SYN-00446,-15,0,290,0.599 kWh cooking charge,2025-06-05T14:20:00
LED-001691,HH-0140,green_reward,SYN-00446,17,0,307,green cooking behavior reward,2025-06-05T14:20:00
LED-001692,HH-0140,cook_charge,SYN-00467,-21,0,286,0.847 kWh cooking charge,2025-06-05T19:27:00
LED-001693,HH-0140,cook_charge,SYN-00483,-14,0,272,0.579 kWh cooking charge,2025-06-06T07:00:00
LED-001694,HH-0140,cook_charge,SYN-00579,-6,0,266,0.235 kWh cooking charge,2025-06-07T06:51:00
LED-001695,HH-0140,cook_charge,SYN-00634,-12,0,254,0.477 kWh cooking charge,2025-06-07T18:59:00
LED-001696,HH-0140,cook_charge,SYN-00793,-11,0,243,0.443 kWh cooking charge,2025-06-09T13:54:00
LED-001697,HH-0140,green_reward,SYN-00793,14,0,257,green cooking behavior reward,2025-06-09T13:54:00
LED-001698,HH-0140,cook_charge,SYN-00911,-4,0,253,0.155 kWh cooking charge,2025-06-10T18:32:00
LED-001699,HH-0140,cook_charge,SYN-00997,-15,0,238,0.618 kWh cooking charge,2025-06-11T18:50:00
LED-001700,HH-0140,cook_charge,SYN-01097,-10,0,228,0.404 kWh cooking charge,2025-06-12T18:46:00
LED-001701,HH-0140,cook_charge,SYN-01120,-13,0,215,0.536 kWh cooking charge,2025-06-13T07:29:00
LED-001702,HH-0140,cook_charge,SYN-01157,-6,0,209,0.229 kWh cooking charge,2025-06-13T13:37:00
LED-001703,HH-0140,green_reward,SYN-01157,10,0,219,green cooking behavior reward,2025-06-13T13:37:00
LED-001704,HH-0140,cook_charge,SYN-01207,-7,0,212,0.265 kWh cooking charge,2025-06-14T07:10:00
LED-001705,HH-0140,cook_charge,SYN-01485,-8,0,204,0.3 kWh cooking charge,2025-06-17T07:17:00
LED-001706,HH-0140,cook_charge,SYN-01543,-8,0,196,0.321 kWh cooking charge,2025-06-17T18:25:00
LED-001707,HH-0140,cook_charge,SYN-01630,-3,0,193,0.123 kWh cooking charge,2025-06-18T18:36:00
LED-001708,HH-0140,cook_charge,SYN-01705,-11,0,182,0.418 kWh cooking charge,2025-06-19T13:52:00
LED-001709,HH-0140,green_reward,SYN-01705,14,0,196,green cooking behavior reward,2025-06-19T13:52:00
LED-001710,HH-0140,cook_charge,SYN-01718,-15,0,181,0.593 kWh cooking charge,2025-06-19T18:45:00
LED-001711,HH-0140,cook_charge,SYN-01810,-8,0,173,0.323 kWh cooking charge,2025-06-20T19:08:00
LED-001712,HH-0140,cook_charge,SYN-01872,-18,0,155,0.716 kWh cooking charge,2025-06-21T14:04:00
LED-001713,HH-0140,green_reward,SYN-01872,19,0,174,green cooking behavior reward,2025-06-21T14:04:00
LED-001714,HH-0140,cook_charge,SYN-01900,-14,0,160,0.563 kWh cooking charge,2025-06-21T19:11:00
LED-001715,HH-0140,cook_charge,SYN-01930,-7,0,153,0.265 kWh cooking charge,2025-06-22T06:52:00
LED-001716,HH-0140,cook_charge,SYN-01987,-10,0,143,0.39 kWh cooking charge,2025-06-22T18:56:00
LED-001717,HH-0140,cook_charge,SYN-02011,-8,0,135,0.307 kWh cooking charge,2025-06-23T06:45:00
LED-001718,HH-0140,cook_charge,SYN-02095,-9,0,126,0.365 kWh cooking charge,2025-06-24T06:43:00
LED-001719,HH-0140,cook_charge,SYN-02149,-9,0,117,0.335 kWh cooking charge,2025-06-24T18:44:00
LED-001720,HH-0140,cook_charge,SYN-02192,-4,0,113,0.129 kWh cooking charge,2025-06-25T06:54:00
LED-001721,HH-0140,cook_charge,SYN-02282,-10,0,103,0.398 kWh cooking charge,2025-06-26T06:42:00
LED-001722,HH-0140,cook_charge,SYN-02428,-8,0,95,0.314 kWh cooking charge,2025-06-27T14:27:00
LED-001723,HH-0140,green_reward,SYN-02428,12,0,107,green cooking behavior reward,2025-06-27T14:27:00
LED-001724,HH-0140,cook_charge,SYN-02611,-18,0,89,0.73 kWh cooking charge,2025-06-29T14:10:00
LED-001725,HH-0140,green_reward,SYN-02611,19,0,108,green cooking behavior reward,2025-06-29T14:10:00
LED-001726,HH-0140,cook_charge,SYN-02662,-14,0,94,0.565 kWh cooking charge,2025-06-30T06:49:00
LED-001727,HH-0140,cook_charge,SYN-02724,-17,0,77,0.67 kWh cooking charge,2025-06-30T19:11:00
LED-001728,HH-0158,top_up,,320,160,320,opening prepaid balance,2025-06-01T00:00:00
LED-001729,HH-0158,cook_charge,SYN-00112,-13,0,307,0.538 kWh cooking charge,2025-06-02T08:00:00
LED-001730,HH-0158,orange_reward,SYN-00112,4,0,311,orange cooking behavior reward,2025-06-02T08:00:00
LED-001731,HH-0158,cook_charge,SYN-00228,-16,0,295,0.652 kWh cooking charge,2025-06-03T12:01:00
LED-001732,HH-0158,green_reward,SYN-00228,18,0,313,green cooking behavior reward,2025-06-03T12:01:00
LED-001733,HH-0158,cook_charge,SYN-00270,-7,0,306,0.285 kWh cooking charge,2025-06-03T18:43:00
LED-001734,HH-0158,cook_charge,SYN-00342,-4,0,302,0.142 kWh cooking charge,2025-06-04T11:56:00
LED-001735,HH-0158,green_reward,SYN-00342,9,0,311,green cooking behavior reward,2025-06-04T11:56:00
LED-001736,HH-0158,cook_charge,SYN-00551,-12,0,299,0.489 kWh cooking charge,2025-06-06T18:57:00
LED-001737,HH-0158,cook_charge,SYN-00585,-17,0,282,0.699 kWh cooking charge,2025-06-07T08:36:00
LED-001738,HH-0158,orange_reward,SYN-00585,6,0,288,orange cooking behavior reward,2025-06-07T08:36:00
LED-001739,HH-0158,cook_charge,SYN-00636,-11,0,277,0.445 kWh cooking charge,2025-06-07T19:21:00
LED-001740,HH-0158,cook_charge,SYN-00687,-8,0,269,0.315 kWh cooking charge,2025-06-08T12:05:00
LED-001741,HH-0158,green_reward,SYN-00687,12,0,281,green cooking behavior reward,2025-06-08T12:05:00
LED-001742,HH-0158,cook_charge,SYN-00765,-9,0,272,0.352 kWh cooking charge,2025-06-09T08:13:00
LED-001743,HH-0158,cook_charge,SYN-00780,-9,0,263,0.343 kWh cooking charge,2025-06-09T12:16:00
LED-001744,HH-0158,green_reward,SYN-00780,12,0,275,green cooking behavior reward,2025-06-09T12:16:00
LED-001745,HH-0158,cook_charge,SYN-00831,-11,0,264,0.451 kWh cooking charge,2025-06-09T19:30:00
LED-001746,HH-0158,cook_charge,SYN-00857,-12,0,252,0.474 kWh cooking charge,2025-06-10T07:57:00
LED-001747,HH-0158,orange_reward,SYN-00857,4,0,256,orange cooking behavior reward,2025-06-10T07:57:00
LED-001748,HH-0158,cook_charge,SYN-00878,-12,0,244,0.466 kWh cooking charge,2025-06-10T11:46:00
LED-001749,HH-0158,green_reward,SYN-00878,14,0,258,green cooking behavior reward,2025-06-10T11:46:00
LED-001750,HH-0158,cook_charge,SYN-00913,-7,0,251,0.269 kWh cooking charge,2025-06-10T18:34:00
LED-001751,HH-0158,cook_charge,SYN-00962,-14,0,237,0.545 kWh cooking charge,2025-06-11T11:58:00
LED-001752,HH-0158,green_reward,SYN-00962,16,0,253,green cooking behavior reward,2025-06-11T11:58:00
LED-001753,HH-0158,cook_charge,SYN-01038,-3,0,250,0.104 kWh cooking charge,2025-06-12T07:40:00
LED-001754,HH-0158,orange_reward,SYN-01038,1,0,251,orange cooking behavior reward,2025-06-12T07:40:00
LED-001755,HH-0158,cook_charge,SYN-01088,-14,0,237,0.546 kWh cooking charge,2025-06-12T18:45:00
LED-001756,HH-0158,cook_charge,SYN-01122,-6,0,231,0.218 kWh cooking charge,2025-06-13T07:30:00
LED-001757,HH-0158,orange_reward,SYN-01122,2,0,233,orange cooking behavior reward,2025-06-13T07:30:00
LED-001758,HH-0158,cook_charge,SYN-01178,-12,0,221,0.5 kWh cooking charge,2025-06-13T18:45:00
LED-001759,HH-0158,cook_charge,SYN-01271,-6,0,215,0.242 kWh cooking charge,2025-06-14T18:34:00
LED-001760,HH-0158,cook_charge,SYN-01368,-14,0,201,0.557 kWh cooking charge,2025-06-15T18:56:00
LED-001761,HH-0158,cook_charge,SYN-01401,-7,0,194,0.277 kWh cooking charge,2025-06-16T07:44:00
LED-001762,HH-0158,cook_charge,SYN-01455,-9,0,185,0.353 kWh cooking charge,2025-06-16T18:45:00
LED-001763,HH-0158,cook_charge,SYN-01811,-12,0,173,0.466 kWh cooking charge,2025-06-20T18:59:00
LED-001764,HH-0158,cook_charge,SYN-01857,-15,0,158,0.59 kWh cooking charge,2025-06-21T11:56:00
LED-001765,HH-0158,green_reward,SYN-01857,17,0,175,green cooking behavior reward,2025-06-21T11:56:00
LED-001766,HH-0158,cook_charge,SYN-01898,-9,0,166,0.353 kWh cooking charge,2025-06-21T19:13:00
LED-001767,HH-0158,cook_charge,SYN-01935,-9,0,157,0.362 kWh cooking charge,2025-06-22T07:41:00
LED-001768,HH-0158,cook_charge,SYN-01992,-6,0,151,0.248 kWh cooking charge,2025-06-22T19:18:00
LED-001769,HH-0158,cook_charge,SYN-02023,-8,0,143,0.317 kWh cooking charge,2025-06-23T08:14:00
LED-001770,HH-0158,cook_charge,SYN-02074,-14,0,129,0.545 kWh cooking charge,2025-06-23T19:16:00
LED-001771,HH-0158,cook_charge,SYN-02155,-15,0,114,0.588 kWh cooking charge,2025-06-24T19:05:00
LED-001772,HH-0158,cook_charge,SYN-02198,-6,0,108,0.231 kWh cooking charge,2025-06-25T07:33:00
LED-001773,HH-0158,orange_reward,SYN-02198,2,0,110,orange cooking behavior reward,2025-06-25T07:33:00
LED-001774,HH-0158,cook_charge,SYN-02296,-6,0,104,0.232 kWh cooking charge,2025-06-26T07:37:00
LED-001775,HH-0158,orange_reward,SYN-02296,2,0,106,orange cooking behavior reward,2025-06-26T07:37:00
LED-001776,HH-0158,cook_charge,SYN-02312,-19,0,87,0.756 kWh cooking charge,2025-06-26T11:57:00
LED-001777,HH-0158,green_reward,SYN-02312,20,0,107,green cooking behavior reward,2025-06-26T11:57:00
LED-001778,HH-0158,cook_charge,SYN-02350,-7,0,100,0.286 kWh cooking charge,2025-06-26T18:53:00
LED-001779,HH-0158,cook_charge,SYN-02410,-16,0,84,0.641 kWh cooking charge,2025-06-27T11:57:00
LED-001780,HH-0158,green_reward,SYN-02410,18,0,102,green cooking behavior reward,2025-06-27T11:57:00
LED-001781,HH-0158,cook_charge,SYN-02486,-5,0,97,0.179 kWh cooking charge,2025-06-28T07:44:00
LED-001782,HH-0158,orange_reward,SYN-02486,1,0,98,orange cooking behavior reward,2025-06-28T07:44:00
LED-001783,HH-0158,cook_charge,SYN-02577,-11,0,87,0.419 kWh cooking charge,2025-06-29T08:03:00
LED-001784,HH-0158,orange_reward,SYN-02577,3,0,90,orange cooking behavior reward,2025-06-29T08:03:00
LED-001785,HH-0158,cook_charge,SYN-02591,-11,0,79,0.427 kWh cooking charge,2025-06-29T11:42:00
LED-001786,HH-0158,green_reward,SYN-02591,14,0,93,green cooking behavior reward,2025-06-29T11:42:00
LED-001787,HH-0163,top_up,,320,160,320,opening prepaid balance,2025-06-01T00:00:00
LED-001788,HH-0163,cook_charge,SYN-00038,-13,0,307,0.501 kWh cooking charge,2025-06-01T11:50:00
LED-001789,HH-0163,green_reward,SYN-00038,15,0,322,green cooking behavior reward,2025-06-01T11:50:00
LED-001790,HH-0163,cook_charge,SYN-00074,-5,0,317,0.167 kWh cooking charge,2025-06-01T18:41:00
LED-001791,HH-0163,cook_charge,SYN-00201,-16,0,301,0.629 kWh cooking charge,2025-06-03T07:01:00
LED-001792,HH-0163,cook_charge,SYN-00303,-19,0,282,0.772 kWh cooking charge,2025-06-04T07:01:00
LED-001793,HH-0163,cook_charge,SYN-00373,-5,0,277,0.192 kWh cooking charge,2025-06-04T18:44:00
LED-001794,HH-0163,cook_charge,SYN-00397,-6,0,271,0.221 kWh cooking charge,2025-06-05T06:58:00
LED-001795,HH-0163,cook_charge,SYN-00507,-6,0,265,0.229 kWh cooking charge,2025-06-06T11:33:00
LED-001796,HH-0163,green_reward,SYN-00507,10,0,275,green cooking behavior reward,2025-06-06T11:33:00
LED-001797,HH-0163,cook_charge,SYN-00548,-9,0,266,0.373 kWh cooking charge,2025-06-06T18:35:00
LED-001798,HH-0163,cook_charge,SYN-00631,-4,0,262,0.152 kWh cooking charge,2025-06-07T18:36:00
LED-001799,HH-0163,cook_charge,SYN-00673,-15,0,247,0.599 kWh cooking charge,2025-06-08T07:19:00
LED-001800,HH-0163,cook_charge,SYN-00726,-5,0,242,0.199 kWh cooking charge,2025-06-08T19:03:00
LED-001801,HH-0163,cook_charge,SYN-00751,-7,0,235,0.27 kWh cooking charge,2025-06-09T06:33:00
LED-001802,HH-0163,cook_charge,SYN-00822,-6,0,229,0.213 kWh cooking charge,2025-06-09T18:38:00
LED-001803,HH-0163,cook_charge,SYN-00941,-15,0,214,0.623 kWh cooking charge,2025-06-11T07:37:00
LED-001804,HH-0163,cook_charge,SYN-00967,-13,0,201,0.524 kWh cooking charge,2025-06-11T12:22:00
LED-001805,HH-0163,green_reward,SYN-00967,15,0,216,green cooking behavior reward,2025-06-11T12:22:00
LED-001806,HH-0163,cook_charge,SYN-01094,-8,0,208,0.305 kWh cooking charge,2025-06-12T18:42:00
LED-001807,HH-0163,cook_charge,SYN-01112,-7,0,201,0.275 kWh cooking charge,2025-06-13T06:23:00
LED-001808,HH-0163,cook_charge,SYN-01232,-25,0,176,1.023 kWh cooking charge,2025-06-14T12:16:00
LED-001809,HH-0163,green_reward,SYN-01232,24,0,200,green cooking behavior reward,2025-06-14T12:16:00
LED-001810,HH-0163,cook_charge,SYN-01324,-5,0,195,0.17 kWh cooking charge,2025-06-15T11:33:00
LED-001811,HH-0163,green_reward,SYN-01324,9,0,204,green cooking behavior reward,2025-06-15T11:33:00
LED-001812,HH-0163,cook_charge,SYN-01369,-16,0,188,0.656 kWh cooking charge,2025-06-15T19:17:00
LED-001813,HH-0163,cook_charge,SYN-01684,-22,0,166,0.894 kWh cooking charge,2025-06-19T12:09:00
LED-001814,HH-0163,green_reward,SYN-01684,22,0,188,green cooking behavior reward,2025-06-19T12:09:00
LED-001815,HH-0163,cook_charge,SYN-01719,-14,0,174,0.548 kWh cooking charge,2025-06-19T18:50:00
LED-001816,HH-0163,cook_charge,SYN-01768,-14,0,160,0.555 kWh cooking charge,2025-06-20T11:59:00
LED-001817,HH-0163,green_reward,SYN-01768,16,0,176,green cooking behavior reward,2025-06-20T11:59:00
LED-001818,HH-0163,cook_charge,SYN-01808,-7,0,169,0.26 kWh cooking charge,2025-06-20T18:33:00
LED-001819,HH-0163,cook_charge,SYN-01834,-8,0,161,0.304 kWh cooking charge,2025-06-21T06:55:00
LED-001820,HH-0163,cook_charge,SYN-01949,-17,0,144,0.682 kWh cooking charge,2025-06-22T12:15:00
LED-001821,HH-0163,green_reward,SYN-01949,18,0,162,green cooking behavior reward,2025-06-22T12:15:00
LED-001822,HH-0163,cook_charge,SYN-01990,-8,0,154,0.295 kWh cooking charge,2025-06-22T18:52:00
LED-001823,HH-0163,cook_charge,SYN-02193,-11,0,143,0.421 kWh cooking charge,2025-06-25T07:19:00
LED-001824,HH-0163,cook_charge,SYN-02261,-8,0,135,0.294 kWh cooking charge,2025-06-25T19:11:00
LED-001825,HH-0163,cook_charge,SYN-02294,-18,0,117,0.737 kWh cooking charge,2025-06-26T07:31:00
LED-001826,HH-0163,cook_charge,SYN-02319,-11,0,106,0.455 kWh cooking charge,2025-06-26T12:38:00
LED-001827,HH-0163,green_reward,SYN-02319,14,0,120,green cooking behavior reward,2025-06-26T12:38:00
LED-001828,HH-0163,cook_charge,SYN-02356,-13,0,107,0.534 kWh cooking charge,2025-06-26T19:01:00
LED-001829,HH-0163,cook_charge,SYN-02409,-15,0,92,0.616 kWh cooking charge,2025-06-27T12:15:00
LED-001830,HH-0163,green_reward,SYN-02409,17,0,109,green cooking behavior reward,2025-06-27T12:15:00
LED-001831,HH-0163,cook_charge,SYN-02471,-9,0,100,0.37 kWh cooking charge,2025-06-28T07:01:00
LED-001832,HH-0163,cook_charge,SYN-02592,-11,0,89,0.436 kWh cooking charge,2025-06-29T12:01:00
LED-001833,HH-0163,green_reward,SYN-02592,14,0,103,green cooking behavior reward,2025-06-29T12:01:00
LED-001834,HH-0163,cook_charge,SYN-02671,-7,0,96,0.283 kWh cooking charge,2025-06-30T07:10:00
LED-001835,HH-0165,top_up,,320,160,320,opening prepaid balance,2025-06-01T00:00:00
LED-001836,HH-0165,cook_charge,SYN-00009,-5,0,315,0.167 kWh cooking charge,2025-06-01T07:00:00
LED-001837,HH-0165,cook_charge,SYN-00181,-12,0,303,0.5 kWh cooking charge,2025-06-02T19:48:00
LED-001838,HH-0165,cook_charge,SYN-00206,-5,0,298,0.201 kWh cooking charge,2025-06-03T06:52:00
LED-001839,HH-0165,cook_charge,SYN-00249,-9,0,289,0.348 kWh cooking charge,2025-06-03T13:33:00
LED-001840,HH-0165,green_reward,SYN-00249,12,0,301,green cooking behavior reward,2025-06-03T13:33:00
LED-001841,HH-0165,cook_charge,SYN-00280,-14,0,287,0.562 kWh cooking charge,2025-06-03T19:50:00
LED-001842,HH-0165,cook_charge,SYN-00355,-21,0,266,0.837 kWh cooking charge,2025-06-04T14:13:00
LED-001843,HH-0165,green_reward,SYN-00355,21,0,287,green cooking behavior reward,2025-06-04T14:13:00
LED-001844,HH-0165,cook_charge,SYN-00471,-7,0,280,0.289 kWh cooking charge,2025-06-05T19:37:00
LED-001845,HH-0165,cook_charge,SYN-00487,-13,0,267,0.523 kWh cooking charge,2025-06-06T07:10:00
LED-001846,HH-0165,cook_charge,SYN-00527,-10,0,257,0.415 kWh cooking charge,2025-06-06T13:54:00
LED-001847,HH-0165,green_reward,SYN-00527,13,0,270,green cooking behavior reward,2025-06-06T13:54:00
LED-001848,HH-0165,cook_charge,SYN-00610,-7,0,263,0.285 kWh cooking charge,2025-06-07T13:34:00
LED-001849,HH-0165,green_reward,SYN-00610,11,0,274,green cooking behavior reward,2025-06-07T13:34:00
LED-001850,HH-0165,cook_charge,SYN-00643,-5,0,269,0.196 kWh cooking charge,2025-06-07T19:29:00
LED-001851,HH-0165,cook_charge,SYN-00708,-14,0,255,0.543 kWh cooking charge,2025-06-08T13:55:00
LED-001852,HH-0165,green_reward,SYN-00708,16,0,271,green cooking behavior reward,2025-06-08T13:55:00
LED-001853,HH-0165,cook_charge,SYN-00795,-5,0,266,0.203 kWh cooking charge,2025-06-09T13:42:00
LED-001854,HH-0165,green_reward,SYN-00795,10,0,276,green cooking behavior reward,2025-06-09T13:42:00
LED-001855,HH-0165,cook_charge,SYN-01033,-8,0,268,0.323 kWh cooking charge,2025-06-12T07:11:00
LED-001856,HH-0165,cook_charge,SYN-01066,-15,0,253,0.603 kWh cooking charge,2025-06-12T13:49:00
LED-001857,HH-0165,green_reward,SYN-01066,17,0,270,green cooking behavior reward,2025-06-12T13:49:00
LED-001858,HH-0165,cook_charge,SYN-01106,-8,0,262,0.333 kWh cooking charge,2025-06-12T19:55:00
LED-001859,HH-0165,cook_charge,SYN-01164,-4,0,258,0.138 kWh cooking charge,2025-06-13T14:10:00
LED-001860,HH-0165,green_reward,SYN-01164,8,0,266,green cooking behavior reward,2025-06-13T14:10:00
LED-001861,HH-0165,cook_charge,SYN-01210,-12,0,254,0.464 kWh cooking charge,2025-06-14T07:02:00
LED-001862,HH-0165,cook_charge,SYN-01436,-14,0,240,0.571 kWh cooking charge,2025-06-16T14:05:00
LED-001863,HH-0165,green_reward,SYN-01436,16,0,256,green cooking behavior reward,2025-06-16T14:05:00
LED-001864,HH-0165,cook_charge,SYN-01486,-11,0,245,0.428 kWh cooking charge,2025-06-17T07:15:00
LED-001865,HH-0165,cook_charge,SYN-01556,-4,0,241,0.132 kWh cooking charge,2025-06-17T19:52:00
LED-001866,HH-0165,cook_charge,SYN-01564,-18,0,223,0.727 kWh cooking charge,2025-06-18T06:55:00
LED-001867,HH-0165,cook_charge,SYN-01655,-12,0,211,0.486 kWh cooking charge,2025-06-19T06:41:00
LED-001868,HH-0165,cook_charge,SYN-01708,-10,0,201,0.406 kWh cooking charge,2025-06-19T14:27:00
LED-001869,HH-0165,green_reward,SYN-01708,13,0,214,green cooking behavior reward,2025-06-19T14:27:00
LED-001870,HH-0165,cook_charge,SYN-01911,-5,0,209,0.185 kWh cooking charge,2025-06-21T19:50:00
LED-001871,HH-0165,cook_charge,SYN-01919,-12,0,197,0.499 kWh cooking charge,2025-06-22T06:50:00
LED-001872,HH-0165,cook_charge,SYN-02100,-11,0,186,0.44 kWh cooking charge,2025-06-24T07:03:00
LED-001873,HH-0165,cook_charge,SYN-02134,-11,0,175,0.418 kWh cooking charge,2025-06-24T14:11:00
LED-001874,HH-0165,green_reward,SYN-02134,14,0,189,green cooking behavior reward,2025-06-24T14:11:00
LED-001875,HH-0165,cook_charge,SYN-02163,-7,0,182,0.256 kWh cooking charge,2025-06-24T19:49:00
LED-001876,HH-0165,cook_charge,SYN-02275,-10,0,172,0.388 kWh cooking charge,2025-06-25T20:07:00
LED-001877,HH-0165,cook_charge,SYN-02380,-7,0,165,0.255 kWh cooking charge,2025-06-27T06:51:00
LED-001878,HH-0165,cook_charge,SYN-02548,-9,0,156,0.367 kWh cooking charge,2025-06-28T19:48:00
LED-001879,HH-0165,cook_charge,SYN-02556,-4,0,152,0.159 kWh cooking charge,2025-06-29T06:31:00
LED-001880,HH-0165,cook_charge,SYN-02615,-9,0,143,0.353 kWh cooking charge,2025-06-29T14:03:00
LED-001881,HH-0165,green_reward,SYN-02615,12,0,155,green cooking behavior reward,2025-06-29T14:03:00
LED-001882,HH-0165,cook_charge,SYN-02659,-4,0,151,0.154 kWh cooking charge,2025-06-30T06:23:00
LED-001883,HH-0179,top_up,,320,160,320,opening prepaid balance,2025-06-01T00:00:00
LED-001884,HH-0179,cook_charge,SYN-00039,-6,0,314,0.238 kWh cooking charge,2025-06-01T11:27:00
LED-001885,HH-0179,green_reward,SYN-00039,10,0,324,green cooking behavior reward,2025-06-01T11:27:00
LED-001886,HH-0179,cook_charge,SYN-00123,-19,0,305,0.764 kWh cooking charge,2025-06-02T11:51:00
LED-001887,HH-0179,green_reward,SYN-00123,20,0,325,green cooking behavior reward,2025-06-02T11:51:00
LED-001888,HH-0179,cook_charge,SYN-00178,-17,0,308,0.67 kWh cooking charge,2025-06-02T19:48:00
LED-001889,HH-0179,cook_charge,SYN-00282,-10,0,298,0.402 kWh cooking charge,2025-06-03T19:37:00
LED-001890,HH-0179,cook_charge,SYN-00647,-7,0,291,0.289 kWh cooking charge,2025-06-07T20:06:00
LED-001891,HH-0179,cook_charge,SYN-00732,-9,0,282,0.353 kWh cooking charge,2025-06-08T19:40:00
LED-001892,HH-0179,cook_charge,SYN-00956,-11,0,271,0.434 kWh cooking charge,2025-06-11T11:28:00
LED-001893,HH-0179,green_reward,SYN-00956,14,0,285,green cooking behavior reward,2025-06-11T11:28:00
LED-001894,HH-0179,cook_charge,SYN-01013,-8,0,277,0.313 kWh cooking charge,2025-06-11T20:01:00
LED-001895,HH-0179,cook_charge,SYN-01054,-18,0,259,0.711 kWh cooking charge,2025-06-12T12:11:00
LED-001896,HH-0179,green_reward,SYN-01054,19,0,278,green cooking behavior reward,2025-06-12T12:11:00
LED-001897,HH-0179,cook_charge,SYN-01141,-12,0,266,0.496 kWh cooking charge,2025-06-13T11:57:00
LED-001898,HH-0179,green_reward,SYN-01141,15,0,281,green cooking behavior reward,2025-06-13T11:57:00
LED-001899,HH-0179,cook_charge,SYN-01189,-4,0,277,0.159 kWh cooking charge,2025-06-13T19:40:00
LED-001900,HH-0179,cook_charge,SYN-01416,-7,0,270,0.285 kWh cooking charge,2025-06-16T11:27:00
LED-001901,HH-0179,green_reward,SYN-01416,11,0,281,green cooking behavior reward,2025-06-16T11:27:00
LED-001902,HH-0179,cook_charge,SYN-01502,-12,0,269,0.487 kWh cooking charge,2025-06-17T11:31:00
LED-001903,HH-0179,green_reward,SYN-01502,15,0,284,green cooking behavior reward,2025-06-17T11:31:00
LED-001904,HH-0179,cook_charge,SYN-01553,-11,0,273,0.454 kWh cooking charge,2025-06-17T19:50:00
LED-001905,HH-0179,cook_charge,SYN-01593,-12,0,261,0.463 kWh cooking charge,2025-06-18T12:05:00
LED-001906,HH-0179,green_reward,SYN-01593,14,0,275,green cooking behavior reward,2025-06-18T12:05:00
LED-001907,HH-0179,cook_charge,SYN-01904,-12,0,263,0.464 kWh cooking charge,2025-06-21T19:33:00
LED-001908,HH-0179,cook_charge,SYN-01945,-12,0,251,0.473 kWh cooking charge,2025-06-22T11:43:00
LED-001909,HH-0179,green_reward,SYN-01945,15,0,266,green cooking behavior reward,2025-06-22T11:43:00
LED-001910,HH-0179,cook_charge,SYN-02000,-6,0,260,0.245 kWh cooking charge,2025-06-22T20:08:00
LED-001911,HH-0179,cook_charge,SYN-02215,-18,0,242,0.731 kWh cooking charge,2025-06-25T12:00:00
LED-001912,HH-0179,green_reward,SYN-02215,19,0,261,green cooking behavior reward,2025-06-25T12:00:00
LED-001913,HH-0179,cook_charge,SYN-02451,-12,0,249,0.465 kWh cooking charge,2025-06-27T19:35:00
LED-001914,HH-0179,cook_charge,SYN-02650,-8,0,241,0.293 kWh cooking charge,2025-06-29T19:40:00
LED-001915,HH-0187,top_up,,320,160,320,opening prepaid balance,2025-06-01T00:00:00
LED-001916,HH-0187,cook_charge,SYN-00059,-7,0,313,0.287 kWh cooking charge,2025-06-01T13:55:00
LED-001917,HH-0187,green_reward,SYN-00059,11,0,324,green cooking behavior reward,2025-06-01T13:55:00
LED-001918,HH-0187,cook_charge,SYN-00071,-9,0,315,0.345 kWh cooking charge,2025-06-01T17:57:00
LED-001919,HH-0187,cook_charge,SYN-00096,-12,0,303,0.472 kWh cooking charge,2025-06-02T07:05:00
LED-001920,HH-0187,cook_charge,SYN-00165,-13,0,290,0.503 kWh cooking charge,2025-06-02T18:26:00
LED-001921,HH-0187,cook_charge,SYN-00195,-7,0,283,0.262 kWh cooking charge,2025-06-03T06:40:00
LED-001922,HH-0187,cook_charge,SYN-00265,-9,0,274,0.371 kWh cooking charge,2025-06-03T17:52:00
LED-001923,HH-0187,cook_charge,SYN-00367,-15,0,259,0.599 kWh cooking charge,2025-06-04T18:15:00
