household_id,head_person_id,occupants,children_count,income_band_kes_month,meal_count_per_day,breakfast_window,lunch_window,dinner_window,primary_equipment,secondary_equipment,fuel_stack,current_fuel_cost_kes_week,fuel_collection_minutes_week,time_spent_cooking_minutes_day,other_grid_uses,estimated_other_grid_kwh_week,secondary_microeconomic_activity,clean_cooking_readiness_score,fuel_stacking_risk,shiftable_cooking_score,is_minigrid_user,meter_status
HH-0267,P-00951,1,0,low,2,,11:00-12:00,18:00-19:00,firewood/open fire,electric pressure cooker,electric pressure cooker+firewood/open fire,387,221,101,lighting;phone charging,0.12,milk sales,44,64,77,False,none
HH-0268,P-00952,6,1,low,3,06:00-07:00,11:00-12:00,18:00-19:00,firewood/open fire,,firewood/open fire,251,378,206,lighting;phone charging,0.15,beadwork,33,55,59,False,none
HH-0269,P-00958,3,1,low,2,,12:00-13:00,18:00-19:00,charcoal stove,firewood/open fire,charcoal stove+firewood/open fire,611,227,107,lighting;phone charging,0.12,vegetable kiosk,43,88,59,False,none
HH-0270,P-00961,6,2,lower_middle,2,,12:00-13:00,18:00-19:00,LPG stove,,LPG stove,495,42,110,lighting;phone charging,0.23,casual labor,67,20,62,False,none
HH-0271,P-00967,3,0,low,3,06:00-07:00,13:00-14:00,19:00-20:00,charcoal stove,,charcoal stove,632,67,191,lighting;phone charging,0.29,livestock sales,38,55,44,False,none
HH-0272,P-00970,5,3,low,3,06:00-07:00,12:00-13:00,18:00-19:00,firewood/open fire,charcoal stove,charcoal stove+firewood/open fire,735,349,208,lighting;phone charging,0.38,casual labor,28,88,43,False,none
HH-0273,P-00975,4,2,lower_middle,2,,11:00-12:00,18:00-19:00,charcoal stove,firewood/open fire,charcoal stove+firewood/open fire,938,483,136,lighting;phone charging,0.32,casual labor,51,88,61,False,none
HH-0274,P-00979,5,2,middle,3,06:00-07:00,11:00-12:00,19:00-20:00,LPG stove,,LPG stove,815,9,163,lighting;phone charging;small shop freezer,2.44,casual labor,96,20,75,True,metered
HH-0275,P-00984,7,1,middle,3,06:00-07:00,12:00-13:00,18:00-19:00,electric hob,,electric hob,369,36,134,lighting;phone charging;radio,1.17,casual labor,98,20,79,True,metered
HH-0276,P-00991,4,2,low,2,,13:00-14:00,17:00-18:00,LPG stove,charcoal stove,LPG stove+charcoal stove,947,33,90,lighting;phone charging,0.42,milk sales,60,78,67,False,none
HH-0277,P-00995,2,0,lower_middle,3,06:00-07:00,12:00-13:00,19:00-20:00,firewood/open fire,LPG stove,LPG stove+firewood/open fire,639,597,215,lighting;phone charging,0.35,none,51,64,74,False,none
HH-0278,P-00997,3,1,middle,3,07:00-08:00,13:00-14:00,19:00-20:00,LPG stove,charcoal stove,LPG stove+charcoal stove,1533,23,162,lighting;phone charging,0.22,casual labor,75,78,64,False,none
HH-0279,P-01000,1,0,higher,3,08:00-09:00,13:00-14:00,20:00-21:00,electric pressure cooker,LPG stove,LPG stove+electric pressure cooker,1059,33,110,lighting;phone charging;small shop freezer;radio;water pump,2.11,casual labor,100,28,68,True,metered
HH-0280,P-01001,3,1,lower_middle,3,07:00-08:00,13:00-14:00,17:00-18:00,firewood/open fire,LPG stove,LPG stove+firewood/open fire,913,597,161,lighting;phone charging,0.49,none,50,64,70,False,none
HH-0281,P-01004,7,2,higher,3,07:00-08:00,13:00-14:00,18:00-19:00,electric hob,charcoal stove,charcoal stove+electric hob,1292,89,137,lighting;phone charging;radio;water pump;refrigeration,1.53,vegetable kiosk,100,78,61,True,sub_metered
HH-0282,P-01011,5,2,middle,3,06:00-07:00,12:00-13:00,19:00-20:00,LPG stove,,LPG stove,496,13,117,lighting;phone charging;water pump;refrigeration;radio,1.86,milk sales,96,20,73,True,metered
HH-0283,P-01016,2,0,lower_middle,2,,13:00-14:00,19:00-20:00,firewood/open fire,LPG stove,LPG stove+firewood/open fire,1050,501,145,lighting;phone charging,0.17,none,48,64,65,False,none
HH-0284,P-01018,5,3,middle,2,,12:00-13:00,18:00-19:00,electric pressure cooker,,electric pressure cooker,254,37,102,lighting;phone charging;water pump;radio,2.61,vegetable kiosk,94,20,67,True,metered
HH-0285,P-01023,1,0,low,3,08:00-09:00,12:00-13:00,18:00-19:00,LPG stove,firewood/open fire,LPG stove+firewood/open fire,857,181,99,lighting;phone charging,0.33,beadwork,60,78,66,False,none
HH-0286,P-01024,5,0,middle,3,06:00-07:00,12:00-13:00,18:00-19:00,electric hob,,electric hob,195,24,160,lighting;phone charging;TV,0.93,livestock sales,96,20,73,True,metered
HH-0287,P-01029,6,3,lower_middle,3,07:00-08:00,12:00-13:00,17:00-18:00,firewood/open fire,,firewood/open fire,95,229,176,lighting;phone charging,0.19,livestock sales,39,55,53,False,none
HH-0288,P-01035,4,1,middle,3,08:00-09:00,12:00-13:00,18:00-19:00,LPG stove,electric pressure cooker,LPG stove+electric pressure cooker,974,29,148,lighting;phone charging,0.39,milk sales,75,28,63,False,none
HH-0289,P-01039,5,2,middle,2,,12:00-13:00,19:00-20:00,electric hob,,electric hob,131,23,98,lighting;phone charging;water pump;radio,2.06,vegetable kiosk,98,20,79,True,sub_metered
HH-0290,P-01044,7,3,low,2,,13:00-14:00,19:00-20:00,LPG stove,charcoal stove,LPG stove+charcoal stove,1152,27,120,lighting;phone charging,0.44,casual labor,61,78,70,False,none
HH-0291,P-01051,1,0,lower_middle,3,08:00-09:00,12:00-13:00,18:00-19:00,LPG stove,charcoal stove,LPG stove+charcoal stove,1172,64,99,lighting;phone charging,0.28,livestock sales,68,78,65,False,none
HH-0292,P-01052,4,1,low,2,,11:00-12:00,19:00-20:00,LPG stove,firewood/open fire,LPG stove+firewood/open fire,588,344,113,lighting;phone charging,0.35,casual labor,63,78,76,False,none
HH-0293,P-01056,1,0,low,3,06:00-07:00,12:00-13:00,18:00-19:00,charcoal stove,electric hob,charcoal stove+electric hob,1043,53,128,lighting;phone charging,0.49,livestock sales,53,64,73,False,none
HH-0294,P-01057,3,2,middle,3,06:00-07:00,12:00-13:00,18:00-19:00,charcoal stove,electric pressure cooker,charcoal stove+electric pressure cooker,849,111,148,lighting;phone charging,0.1,none,66,64,65,False,none
HH-0295,P-01060,1,0,lower_middle,2,,12:00-13:00,20:00-21:00,charcoal stove,,charcoal stove,543,30,113,lighting;phone charging,0.01,milk sales,50,55,57,False,none
HH-0296,P-01061,5,1,low,2,,13:00-14:00,19:00-20:00,LPG stove,,LPG stove,480,5,120,lighting;phone charging,0.08,vegetable kiosk,60,20,66,False,none
HH-0297,P-01066,4,0,low,3,06:00-07:00,14:00-15:00,19:00-20:00,firewood/open fire,electric hob,electric hob+firewood/open fire,392,658,212,lighting;phone charging,0.27,none,44,64,77,False,none
HH-0298,P-01070,1,0,lower_middle,3,06:00-07:00,11:00-12:00,19:00-20:00,charcoal stove,electric pressure cooker,charcoal stove+electric pressure cooker,765,57,151,lighting;phone charging,0.13,livestock sales,62,64,75,False,none
HH-0299,P-01071,2,1,low,3,06:00-07:00,13:00-14:00,19:00-20:00,electric pressure cooker,firewood/open fire,electric pressure cooker+firewood/open fire,287,585,128,lighting;phone charging,0.26,none,61,78,71,False,none
HH-0300,P-01073,4,1,low,3,07:00-08:00,12:00-13:00,17:00-18:00,firewood/open fire,electric hob,electric hob+firewood/open fire,586,389,186,lighting;phone charging,0.42,vegetable kiosk,40,64,62,False,none
HH-0301,P-01077,5,0,low,3,07:00-08:00,12:00-13:00,19:00-20:00,charcoal stove,LPG stove,LPG stove+charcoal stove,1946,105,196,lighting;phone charging,0.09,livestock sales,54,64,75,False,none
HH-0302,P-01082,5,2,low,3,06:00-07:00,13:00-14:00,19:00-20:00,firewood/open fire,electric pressure cooker,electric pressure cooker+firewood/open fire,755,366,174,lighting;phone charging,0.31,vegetable kiosk,40,64,63,False,none
HH-0303,P-01087,5,1,middle,3,06:00-07:00,11:00-12:00,18:00-19:00,charcoal stove,electric hob,charcoal stove+electric hob,1225,49,186,lighting;phone charging;refrigeration;water pump;small shop freezer,2.65,livestock sales,89,64,79,True,metered
HH-0304,P-01092,3,0,low,3,06:00-07:00,11:00-12:00,17:00-18:00,LPG stove,,LPG stove,524,32,122,lighting;phone charging,0.27,none,60,20,68,False,none
HH-0305,P-01095,1,0,lower_middle,3,07:00-08:00,12:00-13:00,18:00-19:00,charcoal stove,,charcoal stove,418,93,167,lighting;phone charging,0.48,livestock sales,49,55,53,False,none
HH-0306,P-01096,4,0,lower_middle,2,,12:00-13:00,19:00-20:00,LPG stove,charcoal stove,LPG stove+charcoal stove,1001,78,108,lighting;phone charging,0.35,beadwork,70,78,74,False,none
HH-0307,P-01100,7,0,lower_middle,3,06:00-07:00,13:00-14:00,19:00-20:00,electric pressure cooker,,electric pressure cooker,425,33,137,lighting;phone charging,0.43,livestock sales,68,20,68,False,none
HH-0308,P-01107,5,2,middle,1,,,17:00-18:00,LPG stove,charcoal stove,LPG stove+charcoal stove,903,100,64,lighting;phone charging;radio,1.25,livestock sales,88,78,47,True,metered
HH-0309,P-01112,2,0,low,2,,11:00-12:00,18:00-19:00,electric hob,firewood/open fire,electric hob+firewood/open fire,355,638,77,lighting;phone charging,0.34,beadwork,62,78,72,False,none
HH-0310,P-01114,5,3,lower_middle,3,07:00-08:00,12:00-13:00,19:00-20:00,firewood/open fire,electric pressure cooker,electric pressure cooker+firewood/open fire,321,515,230,lighting;phone charging,0.2,beadwork,49,64,66,False,none
HH-0311,P-01119,3,0,middle,2,,11:00-12:00,18:00-19:00,LPG stove,electric pressure cooker,LPG stove+electric pressure cooker,1221,15,100,lighting;phone charging,0.31,beadwork,80,28,79,False,none
HH-0312,P-01122,5,1,lower_middle,3,06:00-07:00,12:00-13:00,19:00-20:00,LPG stove,firewood/open fire,LPG stove+firewood/open fire,574,518,120,lighting;phone charging,0.48,casual labor,68,78,66,False,none
HH-0313,P-01127,4,2,low,3,06:00-07:00,11:00-12:00,18:00-19:00,firewood/open fire,,firewood/open fire,231,436,216,lighting;phone charging,0.48,casual labor,33,55,60,False,none
HH-0314,P-01131,3,2,middle,2,,12:00-13:00,18:00-19:00,charcoal stove,firewood/open fire,charcoal stove+firewood/open fire,869,247,138,lighting;phone charging,0.04,vegetable kiosk,59,88,59,False,none
HH-0315,P-01134,4,1,middle,3,07:00-08:00,12:00-13:00,19:00-20:00,LPG stove,charcoal stove,LPG stove+charcoal stove,1776,31,142,lighting;phone charging,0.46,livestock sales,75,78,62,False,none
HH-0316,P-01138,4,0,lower_middle,3,07:00-08:00,12:00-13:00,17:00-18:00,charcoal stove,electric hob,charcoal stove+electric hob,919,118,154,lighting;phone charging,0.01,casual labor,62,64,76,False,none
HH-0317,P-01142,2,1,low,3,06:00-07:00,13:00-14:00,18:00-19:00,firewood/open fire,LPG stove,LPG stove+firewood/open fire,1244,686,215,lighting;phone charging,0.27,vegetable kiosk,40,64,63,False,none
HH-0318,P-01144,2,0,lower_middle,3,06:00-07:00,11:00-12:00,20:00-21:00,firewood/open fire,charcoal stove,charcoal stove+firewood/open fire,849,337,159,lighting;phone charging,0.16,casual labor,40,88,56,False,none
HH-0319,P-01146,2,0,low,3,06:00-07:00,12:00-13:00,20:00-21:00,firewood/open fire,LPG stove,LPG stove+firewood/open fire,1225,180,189,lighting;phone charging,0.32,casual labor,44,64,78,False,none
HH-0320,P-01148,3,2,low,2,,12:00-13:00,18:00-19:00,charcoal stove,electric hob,charcoal stove+electric hob,584,116,120,lighting;phone charging,0.19,casual labor,52,64,69,False,none
HH-0321,P-01151,1,0,lower_middle,3,06:00-07:00,12:00-13:00,19:00-20:00,LPG stove,charcoal stove,LPG stove+charcoal stove,1204,41,121,lighting;phone charging,0.45,livestock sales,66,78,61,False,none
HH-0322,P-01152,3,2,low,3,06:00-07:00,11:00-12:00,20:00-21:00,charcoal stove,LPG stove,LPG stove+charcoal stove,1074,87,172,lighting;phone charging,0.23,vegetable kiosk,52,64,69,False,none
HH-0323,P-01155,4,2,middle,3,07:00-08:00,13:00-14:00,18:00-19:00,electric pressure cooker,,electric pressure cooker,201,43,158,lighting;phone charging;radio,2.32,milk sales,95,20,70,True,metered
HH-0324,P-01159,3,1,lower_middle,3,06:00-07:00,13:00-14:00,19:00-20:00,LPG stove,firewood/open fire,LPG stove+firewood/open fire,1251,285,135,lighting;phone charging,0.2,vegetable kiosk,68,78,68,False,none
HH-0325,P-01162,2,1,middle,3,06:00-07:00,11:00-12:00,17:00-18:00,LPG stove,firewood/open fire,LPG stove+firewood/open fire,1051,674,117,lighting;phone charging,0.46,vegetable kiosk,76,78,66,False,none
HH-0326,P-01164,1,0,low,3,06:00-07:00,11:00-12:00,18:00-19:00,firewood/open fire,,firewood/open fire,128,593,205,lighting;phone charging,0.11,casual labor,33,55,61,False,none
HH-0327,P-01165,1,0,lower_middle,2,,12:00-13:00,19:00-20:00,charcoal stove,,charcoal stove,296,48,118,lighting;phone charging,0.05,casual labor,49,55,54,False,none
HH-0328,P-01166,1,0,middle,3,06:00-07:00,11:00-12:00,19:00-20:00,charcoal stove,electric pressure cooker,charcoal stove+electric pressure cooker,867,69,177,lighting;phone charging,0.16,casual labor,70,64,76,False,none
HH-0329,P-01167,7,3,low,3,07:00-08:00,11:00-12:00,20:00-21:00,charcoal stove,,charcoal stove,950,53,177,lighting;phone charging,0.0,vegetable kiosk,41,55,52,False,none
HH-0330,P-01174,4,2,low,1,,,19:00-20:00,charcoal stove,LPG stove,LPG stove+charcoal stove,1058,34,77,lighting;phone charging,0.3,livestock sales,49,64,59,False,none
HH-0331,P-01178,1,0,low,3,06:00-07:00,13:00-14:00,18:00-19:00,firewood/open fire,LPG stove,LPG stove+firewood/open fire,904,455,141,lighting;phone charging,0.04,vegetable kiosk,42,64,71,False,none
HH-0332,P-01179,2,0,low,2,,12:00-13:00,18:00-19:00,firewood/open fire,electric pressure cooker,electric pressure cooker+firewood/open fire,351,514,125,lighting;phone charging,0.1,livestock sales,42,64,70,False,none
HH-0333,P-01181,7,4,low,3,06:00-07:00,13:00-14:00,20:00-21:00,firewood/open fire,charcoal stove,charcoal stove+firewood/open fire,932,717,186,lighting;phone charging,0.12,beadwork,30,88,49,False,none
HH-0334,P-01188,5,1,low,3,07:00-08:00,11:00-12:00,19:00-20:00,LPG stove,electric pressure cooker,LPG stove+electric pressure cooker,795,18,122,lighting;phone charging,0.02,vegetable kiosk,61,28,69,False,none
HH-0335,P-01193,3,0,lower_middle,3,06:00-07:00,11:00-12:00,18:00-19:00,charcoal stove,,charcoal stove,372,109,191,lighting;phone charging,0.26,casual labor,51,55,59,False,none
HH-0336,P-01196,1,0,low,3,07:00-08:00,14:00-15:00,18:00-19:00,charcoal stove,LPG stove,LPG stove+charcoal stove,968,66,134,lighting;phone charging,0.12,beadwork,54,64,76,False,none
HH-0337,P-01197,2,1,lower_middle,3,06:00-07:00,11:00-12:00,19:00-20:00,charcoal stove,LPG stove,LPG stove+charcoal stove,925,62,183,lighting;phone charging,0.4,milk sales,61,64,73,False,none
HH-0338,P-01199,4,2,middle,3,06:00-07:00,12:00-13:00,18:00-19:00,charcoal stove,electric pressure cooker,charcoal stove+electric pressure cooker,1297,73,184,lighting;phone charging,0.27,vegetable kiosk,68,64,71,False,none
HH-0339,P-01203,1,0,higher,1,,,19:00-20:00,LPG stove,electric hob,LPG stove+electric hob,868,23,45,lighting;phone charging;refrigeration;small shop freezer;water pump,2.45,milk sales,98,28,53,True,sub_metered
HH-0340,P-01204,2,0,low,3,07:00-08:00,12:00-13:00,17:00-18:00,firewood/open fire,electric hob,electric hob+firewood/open fire,457,264,192,lighting;phone charging,0.49,livestock sales,42,64,70,False,none
HH-0341,P-01206,6,1,low,3,07:00-08:00,11:00-12:00,18:00-19:00,LPG stove,electric pressure cooker,LPG stove+electric pressure cooker,694,19,151,lighting;phone charging,0.32,casual labor,59,28,62,False,none
HH-0342,P-01212,1,0,lower_middle,3,07:00-08:00,14:00-15:00,19:00-20:00,LPG stove,electric pressure cooker,LPG stove+electric pressure cooker,686,20,126,lighting;phone charging,0.03,livestock sales,68,28,68,False,none
HH-0343,P-01213,3,1,low,3,06:00-07:00,12:00-13:00,18:00-19:00,firewood/open fire,electric pressure cooker,electric pressure cooker+firewood/open fire,450,282,184,lighting;phone charging,0.15,milk sales,41,64,67,False,none
HH-0344,P-01216,3,1,middle,2,,14:00-15:00,19:00-20:00,LPG stove,charcoal stove,LPG stove+charcoal stove,1543,38,104,lighting;phone charging,0.48,casual labor,80,78,79,False,none
HH-0345,P-01219,5,3,low,3,08:00-09:00,12:00-13:00,18:00-19:00,LPG stove,charcoal stove,LPG stove+charcoal stove,1634,102,152,lighting;phone charging,0.07,livestock sales,62,78,75,False,none
HH-0346,P-01224,5,2,low,2,,12:00-13:00,20:00-21:00,firewood/open fire,electric hob,electric hob+firewood/open fire,476,394,124,lighting;phone charging,0.26,milk sales,41,64,66,False,none
HH-0347,P-01229,5,1,middle,2,,14:00-15:00,20:00-21:00,electric pressure cooker,firewood/open fire,electric pressure cooker+firewood/open fire,342,326,122,lighting;phone charging;radio;small shop freezer;TV,0.42,vegetable kiosk,93,78,64,True,metered
HH-0348,P-01234,6,2,low,3,07:00-08:00,11:00-12:00,20:00-21:00,firewood/open fire,electric hob,electric hob+firewood/open fire,618,430,218,lighting;phone charging,0.13,livestock sales,39,64,61,False,none
HH-0349,P-01240,3,1,lower_middle,3,07:00-08:00,12:00-13:00,18:00-19:00,LPG stove,charcoal stove,LPG stove+charcoal stove,1242,118,148,lighting;phone charging,0.2,casual labor,66,78,61,False,none
HH-0350,P-01243,3,0,low,2,,11:00-12:00,18:00-19:00,charcoal stove,electric pressure cooker,charcoal stove+electric pressure cooker,847,79,116,lighting;phone charging,0.13,none,51,64,66,False,none
HH-0351,P-01246,2,1,low,3,06:00-07:00,12:00-13:00,18:00-19:00,charcoal stove,electric hob,charcoal stove+electric hob,733,93,130,lighting;phone charging,0.16,casual labor,50,64,65,False,none
HH-0352,P-01248,2,0,middle,2,,13:00-14:00,18:00-19:00,LPG stove,,LPG stove,758,42,103,lighting;phone charging,0.12,livestock sales,78,20,75,False,none
HH-0353,P-01250,3,1,low,3,07:00-08:00,12:00-13:00,18:00-19:00,firewood/open fire,LPG stove,LPG stove+firewood/open fire,1122,359,158,lighting;phone charging,0.23,livestock sales,44,64,75,False,none
HH-0354,P-01253,1,0,low,3,07:00-08:00,14:00-15:00,18:00-19:00,firewood/open fire,charcoal stove,charcoal stove+firewood/open fire,941,370,138,lighting;phone charging,0.16,livestock sales,30,88,49,False,none
HH-0355,P-01254,5,3,low,3,07:00-08:00,12:00-13:00,17:00-18:00,charcoal stove,,charcoal stove,748,47,186,lighting;phone charging,0.44,none,43,55,61,False,none
HH-0356,P-01259,1,0,middle,2,,12:00-13:00,18:00-19:00,LPG stove,firewood/open fire,LPG stove+firewood/open fire,729,421,98,lighting;phone charging,0.28,livestock sales,80,78,79,False,none
HH-0357,P-01260,1,0,middle,2,,12:00-13:00,18:00-19:00,firewood/open fire,charcoal stove,charcoal stove+firewood/open fire,766,388,119,lighting;phone charging,0.28,vegetable kiosk,46,88,50,False,none
HH-0358,P-01261,4,3,lower_middle,2,,12:00-13:00,17:00-18:00,charcoal stove,electric hob,charcoal stove+electric hob,1124,48,110,lighting;phone charging,0.4,vegetable kiosk,62,64,75,False,none
HH-0359,P-01265,1,0,low,3,06:00-07:00,13:00-14:00,19:00-20:00,electric pressure cooker,firewood/open fire,electric pressure cooker+firewood/open fire,569,299,112,lighting;phone charging,0.45,casual labor,61,78,69,False,none
HH-0360,P-01266,1,0,middle,3,07:00-08:00,12:00-13:00,17:00-18:00,electric pressure cooker,,electric pressure cooker,377,0,112,lighting;phone charging,0.29,beadwork,80,20,79,False,none
HH-0361,P-01267,2,1,lower_middle,3,06:00-07:00,12:00-13:00,18:00-19:00,firewood/open fire,,firewood/open fire,157,659,204,lighting;phone charging,0.46,casual labor,39,55,53,False,none
HH-0362,P-01269,3,1,middle,3,07:00-08:00,11:00-12:00,19:00-20:00,charcoal stove,,charcoal stove,383,94,188,lighting;phone charging,0.47,beadwork,57,55,53,False,none
HH-0363,P-01272,5,2,low,2,,12:00-13:00,20:00-21:00,firewood/open fire,electric pressure cooker,electric pressure cooker+firewood/open fire,450,586,121,lighting;phone charging,0.27,livestock sales,40,64,64,False,none
HH-0364,P-01277,2,1,lower_middle,2,,12:00-13:00,18:00-19:00,electric pressure cooker,charcoal stove,charcoal stove+electric pressure cooker,890,86,101,lighting;phone charging,0.25,casual labor,71,78,78,False,none
HH-0365,P-01279,3,1,low,3,07:00-08:00,12:00-13:00,19:00-20:00,firewood/open fire,electric pressure cooker,electric pressure cooker+firewood/open fire,598,369,176,lighting;phone charging,0.32,vegetable kiosk,43,64,72,False,none
HH-0366,P-01282,4,1,lower_middle,3,07:00-08:00,12:00-13:00,17:00-18:00,firewood/open fire,LPG stove,LPG stove+firewood/open fire,555,464,190,lighting;phone charging,0.12,vegetable kiosk,48,64,62,False,none
HH-0367,P-01286,4,0,low,2,,14:00-15:00,18:00-19:00,firewood/open fire,,firewood/open fire,249,508,120,lighting;phone charging,0.23,vegetable kiosk,33,55,61,False,none
HH-0368,P-01290,4,2,low,3,06:00-07:00,13:00-14:00,19:00-20:00,LPG stove,,LPG stove,510,1,123,lighting;phone charging,0.32,livestock sales,60,20,67,False,none
HH-0369,P-01294,3,0,middle,3,06:00-07:00,13:00-14:00,19:00-20:00,electric pressure cooker,LPG stove,LPG stove+electric pressure cooker,569,19,124,lighting;phone charging,0.24,casual labor,78,28,72,False,none
HH-0370,P-01297,4,1,middle,3,06:00-07:00,12:00-13:00,17:00-18:00,LPG stove,,LPG stove,654,0,161,lighting;phone charging;small shop freezer,1.48,beadwork,94,20,67,True,metered
HH-0371,P-01301,1,0,middle,1,,,20:00-21:00,charcoal stove,firewood/open fire,charcoal stove+firewood/open fire,463,328,57,lighting;phone charging,0.02,livestock sales,49,88,27,False,none
HH-0372,P-01302,3,1,lower_middle,3,06:00-07:00,14:00-15:00,19:00-20:00,firewood/open fire,electric pressure cooker,electric pressure cooker+firewood/open fire,615,657,165,lighting;phone charging,0.03,casual labor,48,64,64,False,none
HH-0373,P-01305,5,3,lower_middle,3,07:00-08:00,13:00-14:00,18:00-19:00,LPG stove,,LPG stove,557,7,149,lighting;phone charging,0.2,livestock sales,67,20,63,False,none
HH-0374,P-01310,2,1,higher,3,07:00-08:00,14:00-15:00,19:00-20:00,electric pressure cooker,,electric pressure cooker,326,42,147,lighting;phone charging;TV;water pump;small shop freezer,2.38,none,100,20,64,True,metered
HH-0375,P-01312,4,2,lower_middle,3,06:00-07:00,13:00-14:00,18:00-19:00,firewood/open fire,,firewood/open fire,94,480,224,lighting;phone charging,0.1,vegetable kiosk,38,55,49,False,none
HH-0376,P-01316,1,0,lower_middle,2,,14:00-15:00,19:00-20:00,firewood/open fire,,firewood/open fire,114,646,144,lighting;phone charging,0.44,milk sales,36,55,43,False,none
HH-0377,P-01317,6,3,middle,3,07:00-08:00,11:00-12:00,20:00-21:00,LPG stove,electric pressure cooker,LPG stove+electric pressure cooker,860,1,167,lighting;phone charging;TV,2.18,casual labor,95,28,70,True,metered
HH-0378,P-01323,5,2,low,3,07:00-08:00,12:00-13:00,18:00-19:00,firewood/open fire,electric hob,electric hob+firewood/open fire,636,317,178,lighting;phone charging,0.3,vegetable kiosk,39,64,61,False,none
HH-0379,P-01328,5,4,lower_middle,3,08:00-09:00,12:00-13:00,18:00-19:00,firewood/open fire,,firewood/open fire,153,555,204,lighting;phone charging,0.36,milk sales,41,55,61,False,none
HH-0380,P-01333,6,5,low,3,07:00-08:00,13:00-14:00,17:00-18:00,firewood/open fire,,firewood/open fire,164,533,184,lighting;phone charging,0.39,casual labor,28,55,43,False,none
HH-0381,P-01339,5,3,higher,3,06:00-07:00,12:00-13:00,19:00-20:00,LPG stove,firewood/open fire,LPG stove+firewood/open fire,847,614,147,lighting;phone charging;TV;radio,1.83,beadwork,100,78,68,True,metered
HH-0382,P-01344,6,1,higher,2,,13:00-14:00,18:00-19:00,electric pressure cooker,,electric pressure cooker,273,4,97,lighting;phone charging;TV,0.47,none,100,20,65,True,metered
HH-0383,P-01350,1,0,lower_middle,3,06:00-07:00,12:00-13:00,18:00-19:00,electric pressure cooker,charcoal stove,charcoal stove+electric pressure cooker,863,81,118,lighting;phone charging,0.28,vegetable kiosk,70,78,72,False,none
HH-0384,P-01351,7,4,low,3,07:00-08:00,14:00-15:00,18:00-19:00,firewood/open fire,charcoal stove,charcoal stove+firewood/open fire,771,616,242,lighting;phone charging,0.01,livestock sales,32,88,57,False,none
HH-0385,P-01358,4,2,middle,3,07:00-08:00,13:00-14:00,19:00-20:00,firewood/open fire,electric hob,electric hob+firewood/open fire,530,447,175,lighting;phone charging,0.41,casual labor,56,64,64,False,none
HH-0386,P-01362,4,3,lower_middle,2,,12:00-13:00,18:00-19:00,charcoal stove,electric pressure cooker,charcoal stove+electric pressure cooker,536,27,106,lighting;phone charging,0.01,vegetable kiosk,60,64,70,False,none
HH-0387,P-01366,3,0,low,3,06:00-07:00,12:00-13:00,18:00-19:00,LPG stove,firewood/open fire,LPG stove+firewood/open fire,1098,613,132,lighting;phone charging,0.31,vegetable kiosk,64,78,79,False,none
HH-0388,P-01369,1,0,low,3,06:00-07:00,11:00-12:00,19:00-20:00,charcoal stove,,charcoal stove,508,56,164,lighting;phone charging,0.42,none,41,55,54,False,none
HH-0389,P-01370,1,0,middle,3,07:00-08:00,11:00-12:00,19:00-20:00,charcoal stove,LPG stove,LPG stove+charcoal stove,1469,79,164,lighting;phone charging,0.0,livestock sales,66,64,65,False,none
HH-0390,P-01371,5,3,lower_middle,1,,,18:00-19:00,firewood/open fire,,firewood/open fire,210,305,76,lighting;phone charging,0.1,milk sales,31,55,28,False,none
HH-0391,P-01376,5,1,low,2,,12:00-13:00,18:00-19:00,charcoal stove,electric hob,charcoal stove+electric hob,726,71,122,lighting;phone charging,0.38,livestock sales,51,64,68,False,none
HH-0392,P-01381,1,0,lower_middle,2,,13:00-14:00,18:00-19:00,firewood/open fire,electric hob,electric hob+firewood/open fire,444,279,121,lighting;phone charging,0.22,livestock sales,52,64,78,False,none
HH-0393,P-01382,2,0,middle,2,,11:00-12:00,18:00-19:00,firewood/open fire,charcoal stove,charcoal stove+firewood/open fire,601,266,115,lighting;phone charging,0.25,beadwork,47,88,53,False,none
HH-0394,P-01384,3,2,low,3,07:00-08:00,14:00-15:00,19:00-20:00,firewood/open fire,electric pressure cooker,electric pressure cooker+firewood/open fire,350,228,184,lighting;phone charging,0.18,beadwork,41,64,68,False,none
HH-0395,P-01387,5,3,low,3,06:00-07:00,12:00-13:00,17:00-18:00,firewood/open fire,,firewood/open fire,155,590,181,lighting;phone charging,0.06,livestock sales,31,55,52,False,none
HH-0396,P-01392,6,2,lower_middle,3,07:00-08:00,11:00-12:00,17:00-18:00,firewood/open fire,electric hob,electric hob+firewood/open fire,786,543,221,lighting;phone charging,0.21,beadwork,51,64,72,False,none
HH-0397,P-01398,7,4,lower_middle,3,06:00-07:00,12:00-13:00,18:00-19:00,firewood/open fire,,firewood/open fire,166,303,239,lighting;phone charging,0.0,livestock sales,36,55,43,False,none
HH-0398,P-01405,1,0,low,3,07:00-08:00,12:00-13:00,17:00-18:00,charcoal stove,LPG stove,LPG stove+charcoal stove,1515,40,167,lighting;phone charging,0.46,milk sales,51,64,67,False,none
HH-0399,P-01406,1,0,low,3,06:00-07:00,12:00-13:00,18:00-19:00,LPG stove,,LPG stove,536,5,129,lighting;phone charging,0.29,beadwork,62,20,74,False,none
HH-0400,P-01407,6,4,low,3,07:00-08:00,11:00-12:00,17:00-18:00,LPG stove,,LPG stove,431,2,124,lighting;phone charging,0.49,beadwork,63,20,76,False,none
