session_id,account_id,entity_id,account_type,cooker_id,plug,observed_group,source,start_at,end_at,date,start_hour_eat,duration_minutes,kwh,avg_w,peak_w,slot_color,shifted_daytime
SYN-01246,HH-0416,HH-0416,household,C-SYN-HH-0416,,,synthetic_profile,2025-06-14T12:15:00,2025-06-14T13:00:00,2025-06-14,12,45,0.428,570.7,1465,green,1
SYN-01247,HH-0034,HH-0034,household,C-SYN-HH-0034,,,synthetic_profile,2025-06-14T12:20:00,2025-06-14T12:48:00,2025-06-14,12,28,0.26,557.1,1481,green,1
SYN-01248,HH-0275,HH-0275,household,C-SYN-HH-0275,,,synthetic_profile,2025-06-14T12:20:00,2025-06-14T13:06:00,2025-06-14,12,46,0.263,343.0,1400,green,1
SYN-01249,HH-0473,HH-0473,household,C-SYN-HH-0473,,,synthetic_profile,2025-06-14T12:30:00,2025-06-14T13:23:00,2025-06-14,12,53,0.759,859.2,1337,green,1
SYN-01250,HH-0229,HH-0229,household,C-SYN-HH-0229,,,synthetic_profile,2025-06-14T12:40:00,2025-06-14T13:43:00,2025-06-14,12,63,0.968,921.9,1542,green,1
SYN-01251,HH-0279,HH-0279,household,C-SYN-HH-0279,,,synthetic_profile,2025-06-14T13:00:00,2025-06-14T13:32:00,2025-06-14,13,32,0.24,450.0,1269,green,1
SYN-01252,HH-0457,HH-0457,household,C-SYN-HH-0457,,,synthetic_profile,2025-06-14T13:15:00,2025-06-14T13:49:00,2025-06-14,13,34,0.249,439.4,1996,green,1
SYN-01253,HH-0554,HH-0554,household,C-SYN-HH-0554,,,synthetic_profile,2025-06-14T13:15:00,2025-06-14T13:53:00,2025-06-14,13,38,0.322,508.4,1596,green,1
SYN-01254,HH-0257,HH-0257,household,C-SYN-HH-0257,,,synthetic_profile,2025-06-14T13:20:00,2025-06-14T14:20:00,2025-06-14,13,60,0.526,526.0,960,green,1
SYN-01255,HH-0120,HH-0120,household,C-SYN-HH-0120,,,synthetic_profile,2025-06-14T13:30:00,2025-06-14T14:13:00,2025-06-14,13,43,0.629,877.7,1253,green,1
SYN-01256,HH-0281,HH-0281,household,C-SYN-HH-0281,,,synthetic_profile,2025-06-14T13:40:00,2025-06-14T14:06:00,2025-06-14,13,26,0.347,800.8,1898,green,1
SYN-01257,HH-0347,HH-0347,household,C-SYN-HH-0347,,,synthetic_profile,2025-06-14T14:00:00,2025-06-14T14:55:00,2025-06-14,14,55,0.622,678.5,1802,green,1
SYN-01258,HH-0570,HH-0570,household,C-SYN-HH-0570,,,synthetic_profile,2025-06-14T14:05:00,2025-06-14T15:02:00,2025-06-14,14,57,0.812,854.7,1502,green,1
SYN-01259,HH-0403,HH-0403,household,C-SYN-HH-0403,,,synthetic_profile,2025-06-14T14:30:00,2025-06-14T15:17:00,2025-06-14,14,47,0.397,506.8,1191,green,1
SYN-01260,HH-0257,HH-0257,household,C-SYN-HH-0257,,,synthetic_profile,2025-06-14T17:00:00,2025-06-14T17:54:00,2025-06-14,17,54,0.557,618.9,1306,red,0
SYN-01261,BIZ-006,BIZ-006,commercial,C-SYN-BIZ-006,,,synthetic_profile,2025-06-14T17:05:00,2025-06-14T18:56:00,2025-06-14,17,111,1.196,646.5,1107,red,0
SYN-01262,HH-0416,HH-0416,household,C-SYN-HH-0416,,,synthetic_profile,2025-06-14T17:05:00,2025-06-14T18:00:00,2025-06-14,17,55,0.515,561.8,1345,red,0
SYN-01263,BIZ-008,BIZ-008,commercial,C-SYN-BIZ-008,,,synthetic_profile,2025-06-14T17:10:00,2025-06-14T18:55:00,2025-06-14,17,105,2.396,1369.1,2103,red,0
OBS-015-0101,HH-0020,HH-0020,household,C-OBS-015,015,F,observed_smartplug,2025-06-14T17:12:38.515000,2025-06-14T17:18:44.484000,2025-06-14,17,6.1,0.111,1088.9,1104.1,red,0
SYN-01265,BIZ-004,BIZ-004,commercial,C-SYN-BIZ-004,,,synthetic_profile,2025-06-14T17:15:00,2025-06-14T18:15:00,2025-06-14,17,60,1.229,1229.0,1908,red,0
SYN-01266,BIZ-006,BIZ-006,commercial,C-SYN-BIZ-006,,,synthetic_profile,2025-06-14T17:15:00,2025-06-14T18:18:00,2025-06-14,17,63,1.566,1491.4,1508,red,0
SYN-01267,HH-0120,HH-0120,household,C-SYN-HH-0120,,,synthetic_profile,2025-06-14T18:00:00,2025-06-14T18:51:00,2025-06-14,18,51,0.782,920.0,1340,red,0
SYN-01268,HH-0303,HH-0303,household,C-SYN-HH-0303,,,synthetic_profile,2025-06-14T18:00:00,2025-06-14T18:42:00,2025-06-14,18,42,0.45,642.9,1184,red,0
SYN-01269,HH-0188,HH-0188,household,C-SYN-HH-0188,,,synthetic_profile,2025-06-14T18:05:00,2025-06-14T18:34:00,2025-06-14,18,29,0.145,300.0,1666,red,0
SYN-01270,HH-0286,HH-0286,household,C-SYN-HH-0286,,,synthetic_profile,2025-06-14T18:05:00,2025-06-14T18:48:00,2025-06-14,18,43,0.614,856.7,1792,red,0
SYN-01271,HH-0158,HH-0158,household,C-SYN-HH-0158,,,synthetic_profile,2025-06-14T18:10:00,2025-06-14T18:34:00,2025-06-14,18,24,0.242,605.0,915,red,0
SYN-01272,HH-0229,HH-0229,household,C-SYN-HH-0229,,,synthetic_profile,2025-06-14T18:10:00,2025-06-14T18:42:00,2025-06-14,18,32,0.361,676.9,1767,red,0
SYN-01273,HH-0047,HH-0047,household,C-SYN-HH-0047,,,synthetic_profile,2025-06-14T18:20:00,2025-06-14T19:03:00,2025-06-14,18,43,0.635,886.0,942,red,0
SYN-01274,HH-0281,HH-0281,household,C-SYN-HH-0281,,,synthetic_profile,2025-06-14T18:30:00,2025-06-14T18:48:00,2025-06-14,18,18,0.241,803.3,1660,red,0
SYN-01275,HH-0413,HH-0413,household,C-SYN-HH-0413,,,synthetic_profile,2025-06-14T18:30:00,2025-06-14T18:58:00,2025-06-14,18,28,0.136,291.4,1955,red,0
SYN-01276,HH-0084,HH-0084,household,C-SYN-HH-0084,,,synthetic_profile,2025-06-14T18:40:00,2025-06-14T19:19:00,2025-06-14,18,39,0.259,398.5,1035,red,0
SYN-01277,HH-0201,HH-0201,household,C-SYN-HH-0201,,,synthetic_profile,2025-06-14T18:40:00,2025-06-14T19:17:00,2025-06-14,18,37,0.407,660.0,1816,red,0
SYN-01278,HH-0207,HH-0207,household,C-SYN-HH-0207,,,synthetic_profile,2025-06-14T18:40:00,2025-06-14T19:14:00,2025-06-14,18,34,0.313,552.4,1181,red,0
SYN-01279,HH-0560,HH-0560,household,C-SYN-HH-0560,,,synthetic_profile,2025-06-14T18:40:00,2025-06-14T19:28:00,2025-06-14,18,48,0.385,481.2,1270,red,0
SYN-01280,HH-0339,HH-0339,household,C-SYN-HH-0339,,,synthetic_profile,2025-06-14T19:10:00,2025-06-14T19:48:00,2025-06-14,19,38,0.36,568.4,1383,red,0
SYN-01281,HH-0289,HH-0289,household,C-SYN-HH-0289,,,synthetic_profile,2025-06-14T19:40:00,2025-06-14T20:32:00,2025-06-14,19,52,0.357,411.9,1992,red,0
SYN-01282,HH-0374,HH-0374,household,C-SYN-HH-0374,,,synthetic_profile,2025-06-14T19:40:00,2025-06-14T20:32:00,2025-06-14,19,52,0.651,751.2,1351,red,0
SYN-01283,HH-0497,HH-0497,household,C-SYN-HH-0497,,,synthetic_profile,2025-06-14T19:40:00,2025-06-14T20:38:00,2025-06-14,19,58,0.412,426.2,1054,red,0
SYN-01284,HH-0473,HH-0473,household,C-SYN-HH-0473,,,synthetic_profile,2025-06-14T20:30:00,2025-06-14T21:14:00,2025-06-14,20,44,0.681,928.6,1898,red,0
OBS-010-0048,HH-0010,HH-0010,household,C-OBS-010,010,H,observed_smartplug,2025-06-14T20:32:37.485000,2025-06-14T20:50:19.413000,2025-06-14,20,17.7,0.34,1153.8,1164.6,red,0
SYN-01286,HH-0279,HH-0279,household,C-SYN-HH-0279,,,synthetic_profile,2025-06-14T20:40:00,2025-06-14T21:01:00,2025-06-14,20,21,0.167,477.1,1673,red,0
OBS-017-0138,HH-0031,HH-0031,household,C-OBS-017,017,G,observed_smartplug,2025-06-15T00:20:45.327000,2025-06-15T00:23:56.334000,2025-06-15,0,3.2,0.105,1971.5,2009.2,red,0
SYN-01288,BIZ-006,BIZ-006,commercial,C-SYN-BIZ-006,,,synthetic_profile,2025-06-15T06:00:00,2025-06-15T06:56:00,2025-06-15,6,56,0.724,775.7,1647,red,0
SYN-01289,BIZ-007,BIZ-007,commercial,C-SYN-BIZ-007,,,synthetic_profile,2025-06-15T06:00:00,2025-06-15T08:02:00,2025-06-15,6,122,1.619,796.2,2117,red,0
SYN-01290,BIZ-008,BIZ-008,commercial,C-SYN-BIZ-008,,,synthetic_profile,2025-06-15T06:00:00,2025-06-15T08:22:00,2025-06-15,6,142,3.915,1654.2,2181,red,0
SYN-01291,HH-0262,HH-0262,household,C-SYN-HH-0262,,,synthetic_profile,2025-06-15T06:00:00,2025-06-15T06:24:00,2025-06-15,6,24,0.367,917.5,1240,red,0
SYN-01292,HH-0433,HH-0433,household,C-SYN-HH-0433,,,synthetic_profile,2025-06-15T06:00:00,2025-06-15T06:30:00,2025-06-15,6,30,0.281,562.0,2063,red,0
SYN-01293,BIZ-001,BIZ-001,commercial,C-SYN-BIZ-001,,,synthetic_profile,2025-06-15T06:05:00,2025-06-15T06:58:00,2025-06-15,6,53,1.728,1956.2,1697,red,0
SYN-01294,BIZ-002,BIZ-002,commercial,C-SYN-BIZ-002,,,synthetic_profile,2025-06-15T06:05:00,2025-06-15T08:02:00,2025-06-15,6,117,1.86,953.8,1645,red,0
SYN-01295,BIZ-004,BIZ-004,commercial,C-SYN-BIZ-004,,,synthetic_profile,2025-06-15T06:05:00,2025-06-15T07:06:00,2025-06-15,6,61,1.674,1646.6,1454,red,0
SYN-01296,BIZ-009,BIZ-009,commercial,C-SYN-BIZ-009,,,synthetic_profile,2025-06-15T06:05:00,2025-06-15T08:19:00,2025-06-15,6,134,4.583,2052.1,2120,red,0
SYN-01297,HH-0265,HH-0265,household,C-SYN-HH-0265,,,synthetic_profile,2025-06-15T06:05:00,2025-06-15T06:46:00,2025-06-15,6,41,0.59,863.4,1873,red,0
SYN-01298,HH-0564,HH-0564,household,C-SYN-HH-0564,,,synthetic_profile,2025-06-15T06:05:00,2025-06-15T06:53:00,2025-06-15,6,48,0.542,677.5,1924,red,0
SYN-01299,HH-0257,HH-0257,household,C-SYN-HH-0257,,,synthetic_profile,2025-06-15T06:10:00,2025-06-15T06:39:00,2025-06-15,6,29,0.451,933.1,1384,red,0
SYN-01300,HH-0381,HH-0381,household,C-SYN-HH-0381,,,synthetic_profile,2025-06-15T06:15:00,2025-06-15T06:49:00,2025-06-15,6,34,0.298,525.9,1482,red,0
OBS-015-0102,HH-0020,HH-0020,household,C-OBS-015,015,F,observed_smartplug,2025-06-15T06:28:57.541000,2025-06-15T06:40:21.541000,2025-06-15,6,11.4,0.212,1118.2,1149.2,red,0
SYN-01302,BIZ-007,BIZ-007,commercial,C-SYN-BIZ-007,,,synthetic_profile,2025-06-15T06:40:00,2025-06-15T08:47:00,2025-06-15,6,127,2.287,1080.5,1334,red,0
SYN-01303,BIZ-010,BIZ-010,commercial,C-SYN-BIZ-010,,,synthetic_profile,2025-06-15T06:40:00,2025-06-15T08:13:00,2025-06-15,6,93,1.95,1258.1,1851,red,0
SYN-01304,HH-0207,HH-0207,household,C-SYN-HH-0207,,,synthetic_profile,2025-06-15T06:40:00,2025-06-15T07:33:00,2025-06-15,6,53,0.688,778.9,1382,red,0
SYN-01305,HH-0275,HH-0275,household,C-SYN-HH-0275,,,synthetic_profile,2025-06-15T06:40:00,2025-06-15T07:00:00,2025-06-15,6,20,0.231,693.0,1231,red,0
SYN-01306,HH-0374,HH-0374,household,C-SYN-HH-0374,,,synthetic_profile,2025-06-15T07:00:00,2025-06-15T07:26:00,2025-06-15,7,26,0.406,936.9,1689,orange,0
SYN-01307,HH-0188,HH-0188,household,C-SYN-HH-0188,,,synthetic_profile,2025-06-15T07:05:00,2025-06-15T07:56:00,2025-06-15,7,51,0.531,624.7,1711,orange,0
SYN-01308,HH-0323,HH-0323,household,C-SYN-HH-0323,,,synthetic_profile,2025-06-15T07:05:00,2025-06-15T07:30:00,2025-06-15,7,25,0.326,782.4,2013,orange,0
SYN-01309,HH-0067,HH-0067,household,C-SYN-HH-0067,,,synthetic_profile,2025-06-15T07:20:00,2025-06-15T07:49:00,2025-06-15,7,29,0.313,647.6,2067,orange,0
SYN-01310,HH-0229,HH-0229,household,C-SYN-HH-0229,,,synthetic_profile,2025-06-15T07:30:00,2025-06-15T08:17:00,2025-06-15,7,47,0.448,571.9,974,orange,0
SYN-01311,HH-0281,HH-0281,household,C-SYN-HH-0281,,,synthetic_profile,2025-06-15T07:40:00,2025-06-15T08:09:00,2025-06-15,7,29,0.377,780.0,1792,orange,0
SYN-01312,HH-0488,HH-0488,household,C-SYN-HH-0488,,,synthetic_profile,2025-06-15T07:40:00,2025-06-15T08:07:00,2025-06-15,7,27,0.172,382.2,1721,orange,0
SYN-01313,HH-0473,HH-0473,household,C-SYN-HH-0473,,,synthetic_profile,2025-06-15T08:10:00,2025-06-15T08:54:00,2025-06-15,8,44,0.518,706.4,1093,orange,0
SYN-01314,HH-0088,HH-0088,household,C-SYN-HH-0088,,,synthetic_profile,2025-06-15T08:20:00,2025-06-15T09:06:00,2025-06-15,8,46,0.672,876.5,2051,orange,0
SYN-01315,HH-0469,HH-0469,household,C-SYN-HH-0469,,,synthetic_profile,2025-06-15T08:20:00,2025-06-15T08:43:00,2025-06-15,8,23,0.143,373.0,1802,orange,0
OBS-015-0103,HH-0020,HH-0020,household,C-OBS-015,015,F,observed_smartplug,2025-06-15T08:22:09.543000,2025-06-15T08:26:45.539000,2025-06-15,8,4.6,0.083,1087.3,1116.9,orange,0
OBS-018-0154,HH-0031,HH-0031,household,C-OBS-018,018,G,observed_smartplug,2025-06-15T09:21:57.113000,2025-06-15T09:41:44.632000,2025-06-15,9,19.8,0.363,1100.6,1114.4,orange,0
SYN-01318,BIZ-003,BIZ-003,commercial,C-SYN-BIZ-003,,,synthetic_profile,2025-06-15T10:20:00,2025-06-15T11:29:00,2025-06-15,10,69,1.108,963.5,1474,green,1
SYN-01319,BIZ-003,BIZ-003,commercial,C-SYN-BIZ-003,,,synthetic_profile,2025-06-15T10:20:00,2025-06-15T12:18:00,2025-06-15,10,118,1.399,711.4,1510,green,1
SYN-01320,BIZ-005,BIZ-005,commercial,C-SYN-BIZ-005,,,synthetic_profile,2025-06-15T10:40:00,2025-06-15T12:11:00,2025-06-15,10,91,0.941,620.4,1958,green,1
SYN-01321,HH-0063,HH-0063,household,C-SYN-HH-0063,,,synthetic_profile,2025-06-15T11:00:00,2025-06-15T11:39:00,2025-06-15,11,39,0.349,536.9,1141,green,1
SYN-01322,HH-0274,HH-0274,household,C-SYN-HH-0274,,,synthetic_profile,2025-06-15T11:00:00,2025-06-15T11:35:00,2025-06-15,11,35,0.228,390.9,1491,green,1
SYN-01323,HH-0560,HH-0560,household,C-SYN-HH-0560,,,synthetic_profile,2025-06-15T11:00:00,2025-06-15T11:57:00,2025-06-15,11,57,0.506,532.6,1296,green,1
SYN-01324,HH-0163,HH-0163,household,C-SYN-HH-0163,,,synthetic_profile,2025-06-15T11:05:00,2025-06-15T11:33:00,2025-06-15,11,28,0.17,364.3,1235,green,1
SYN-01325,HH-0303,HH-0303,household,C-SYN-HH-0303,,,synthetic_profile,2025-06-15T11:05:00,2025-06-15T11:28:00,2025-06-15,11,23,0.143,373.0,1255,green,1
SYN-01326,BIZ-002,BIZ-002,commercial,C-SYN-BIZ-002,,,synthetic_profile,2025-06-15T11:10:00,2025-06-15T12:14:00,2025-06-15,11,64,2.022,1895.6,1711,green,1
SYN-01327,HH-0047,HH-0047,household,C-SYN-HH-0047,,,synthetic_profile,2025-06-15T11:15:00,2025-06-15T11:48:00,2025-06-15,11,33,0.353,641.8,1571,green,1
SYN-01328,BIZ-009,BIZ-009,commercial,C-SYN-BIZ-009,,,synthetic_profile,2025-06-15T11:30:00,2025-06-15T12:35:00,2025-06-15,11,65,1.775,1638.5,1594,green,1
SYN-01329,HH-0377,HH-0377,household,C-SYN-HH-0377,,,synthetic_profile,2025-06-15T11:30:00,2025-06-15T12:12:00,2025-06-15,11,42,0.611,872.9,1284,green,1
SYN-01330,HH-0289,HH-0289,household,C-SYN-HH-0289,,,synthetic_profile,2025-06-15T12:00:00,2025-06-15T12:56:00,2025-06-15,12,56,0.416,445.7,1253,green,1
SYN-01331,HH-0381,HH-0381,household,C-SYN-HH-0381,,,synthetic_profile,2025-06-15T12:10:00,2025-06-15T12:49:00,2025-06-15,12,39,0.243,373.8,1588,green,1
SYN-01332,HH-0428,HH-0428,household,C-SYN-HH-0428,,,synthetic_profile,2025-06-15T12:15:00,2025-06-15T12:38:00,2025-06-15,12,23,0.13,339.1,1975,green,1
SYN-01333,HH-0125,HH-0125,household,C-SYN-HH-0125,,,synthetic_profile,2025-06-15T12:20:00,2025-06-15T12:50:00,2025-06-15,12,30,0.34,680.0,1185,green,1
SYN-01334,HH-0229,HH-0229,household,C-SYN-HH-0229,,,synthetic_profile,2025-06-15T12:20:00,2025-06-15T13:16:00,2025-06-15,12,56,0.441,472.5,1636,green,1
SYN-01335,HH-0563,HH-0563,household,C-SYN-HH-0563,,,synthetic_profile,2025-06-15T12:20:00,2025-06-15T13:02:00,2025-06-15,12,42,0.562,802.9,1666,green,1
SYN-01336,HH-0188,HH-0188,household,C-SYN-HH-0188,,,synthetic_profile,2025-06-15T12:40:00,2025-06-15T13:07:00,2025-06-15,12,27,0.326,724.4,1982,green,1
SYN-01337,HH-0416,HH-0416,household,C-SYN-HH-0416,,,synthetic_profile,2025-06-15T12:40:00,2025-06-15T13:35:00,2025-06-15,12,55,0.4,436.4,1120,green,1
SYN-01338,HH-0120,HH-0120,household,C-SYN-HH-0120,,,synthetic_profile,2025-06-15T13:00:00,2025-06-15T13:41:00,2025-06-15,13,41,0.37,541.5,1334,green,1
SYN-01339,HH-0187,HH-0187,household,C-SYN-HH-0187,,,synthetic_profile,2025-06-15T13:00:00,2025-06-15T13:58:00,2025-06-15,13,58,0.739,764.5,1239,green,1
SYN-01340,HH-0281,HH-0281,household,C-SYN-HH-0281,,,synthetic_profile,2025-06-15T13:10:00,2025-06-15T13:39:00,2025-06-15,13,29,0.305,631.0,1697,green,1
SYN-01341,HH-0382,HH-0382,household,C-SYN-HH-0382,,,synthetic_profile,2025-06-15T13:10:00,2025-06-15T13:54:00,2025-06-15,13,44,0.261,355.9,1300,green,1
SYN-01342,HH-0205,HH-0205,household,C-SYN-HH-0205,,,synthetic_profile,2025-06-15T13:15:00,2025-06-15T14:09:00,2025-06-15,13,54,0.748,831.1,1238,green,1
SYN-01343,HH-0279,HH-0279,household,C-SYN-HH-0279,,,synthetic_profile,2025-06-15T13:40:00,2025-06-15T14:21:00,2025-06-15,13,41,0.449,657.1,1607,green,1
SYN-01344,HH-0457,HH-0457,household,C-SYN-HH-0457,,,synthetic_profile,2025-06-15T13:40:00,2025-06-15T14:42:00,2025-06-15,13,62,0.391,378.4,1366,green,1
SYN-01345,HH-0347,HH-0347,household,C-SYN-HH-0347,,,synthetic_profile,2025-06-15T14:15:00,2025-06-15T14:53:00,2025-06-15,14,38,0.447,705.8,909,green,1
SYN-01346,HH-0374,HH-0374,household,C-SYN-HH-0374,,,synthetic_profile,2025-06-15T14:20:00,2025-06-15T15:18:00,2025-06-15,14,58,0.651,673.4,1717,green,1
SYN-01347,HH-0570,HH-0570,household,C-SYN-HH-0570,,,synthetic_profile,2025-06-15T14:30:00,2025-06-15T15:07:00,2025-06-15,14,37,0.557,903.2,976,green,1
OBS-002-0002,HH-0007,HH-0007,household,C-OBS-002,002,B,observed_smartplug,2025-06-15T14:59:06.670000,2025-06-15T15:17:36.671000,2025-06-15,14,18.5,0.323,1048.7,1060.0,green,1
OBS-002-0003,HH-0007,HH-0007,household,C-OBS-002,002,B,observed_smartplug,2025-06-15T15:55:04.654000,2025-06-15T16:10:46.646000,2025-06-15,15,15.7,0.257,981.1,1054.0,green,1
SYN-01350,BIZ-007,BIZ-007,commercial,C-SYN-BIZ-007,,,synthetic_profile,2025-06-15T17:00:00,2025-06-15T17:45:00,2025-06-15,17,45,1.104,1472.0,1512,red,0
SYN-01351,HH-0257,HH-0257,household,C-SYN-HH-0257,,,synthetic_profile,2025-06-15T17:00:00,2025-06-15T17:53:00,2025-06-15,17,53,0.267,302.3,1371,red,0
SYN-01352,BIZ-004,BIZ-004,commercial,C-SYN-BIZ-004,,,synthetic_profile,2025-06-15T17:10:00,2025-06-15T19:31:00,2025-06-15,17,141,3.398,1446.0,1137,red,0
SYN-01353,BIZ-006,BIZ-006,commercial,C-SYN-BIZ-006,,,synthetic_profile,2025-06-15T17:10:00,2025-06-15T18:22:00,2025-06-15,17,72,1.974,1645.0,1709,red,0
SYN-01354,HH-0131,HH-0131,household,C-SYN-HH-0131,,,synthetic_profile,2025-06-15T17:10:00,2025-06-15T17:39:00,2025-06-15,17,29,0.209,432.4,2030,red,0
SYN-01355,HH-0416,HH-0416,household,C-SYN-HH-0416,,,synthetic_profile,2025-06-15T17:15:00,2025-06-15T17:49:00,2025-06-15,17,34,0.474,836.5,1922,red,0
SYN-01356,HH-0467,HH-0467,household,C-SYN-HH-0467,,,synthetic_profile,2025-06-15T17:15:00,2025-06-15T17:49:00,2025-06-15,17,34,0.444,783.5,1274,red,0
SYN-01357,BIZ-008,BIZ-008,commercial,C-SYN-BIZ-008,,,synthetic_profile,2025-06-15T17:20:00,2025-06-15T18:41:00,2025-06-15,17,81,2.292,1697.8,1706,red,0
SYN-01358,HH-0370,HH-0370,household,C-SYN-HH-0370,,,synthetic_profile,2025-06-15T17:30:00,2025-06-15T18:21:00,2025-06-15,17,51,0.698,821.2,1198,red,0
SYN-01359,HH-0201,HH-0201,household,C-SYN-HH-0201,,,synthetic_profile,2025-06-15T18:00:00,2025-06-15T18:29:00,2025-06-15,18,29,0.408,844.1,898,red,0
SYN-01360,HH-0303,HH-0303,household,C-SYN-HH-0303,,,synthetic_profile,2025-06-15T18:00:00,2025-06-15T18:18:00,2025-06-15,18,18,0.105,350.0,1035,red,0
SYN-01361,HH-0323,HH-0323,household,C-SYN-HH-0323,,,synthetic_profile,2025-06-15T18:00:00,2025-06-15T18:21:00,2025-06-15,18,21,0.286,817.1,2017,red,0
SYN-01362,HH-0120,HH-0120,household,C-SYN-HH-0120,,,synthetic_profile,2025-06-15T18:05:00,2025-06-15T18:30:00,2025-06-15,18,25,0.177,424.8,2026,red,0
SYN-01363,HH-0207,HH-0207,household,C-SYN-HH-0207,,,synthetic_profile,2025-06-15T18:05:00,2025-06-15T19:03:00,2025-06-15,18,58,0.499,516.2,1731,red,0
SYN-01364,HH-0275,HH-0275,household,C-SYN-HH-0275,,,synthetic_profile,2025-06-15T18:10:00,2025-06-15T18:44:00,2025-06-15,18,34,0.281,495.9,1208,red,0
SYN-01365,HH-0071,HH-0071,household,C-SYN-HH-0071,,,synthetic_profile,2025-06-15T18:15:00,2025-06-15T18:48:00,2025-06-15,18,33,0.244,443.6,1124,red,0
SYN-01366,HH-0413,HH-0413,household,C-SYN-HH-0413,,,synthetic_profile,2025-06-15T18:15:00,2025-06-15T18:47:00,2025-06-15,18,32,0.484,907.5,1963,red,0
SYN-01367,HH-0034,HH-0034,household,C-SYN-HH-0034,,,synthetic_profile,2025-06-15T18:20:00,2025-06-15T18:55:00,2025-06-15,18,35,0.464,795.4,955,red,0
SYN-01368,HH-0158,HH-0158,household,C-SYN-HH-0158,,,synthetic_profile,2025-06-15T18:20:00,2025-06-15T18:56:00,2025-06-15,18,36,0.557,928.3,1018,red,0
SYN-01369,HH-0163,HH-0163,household,C-SYN-HH-0163,,,synthetic_profile,2025-06-15T18:20:00,2025-06-15T19:17:00,2025-06-15,18,57,0.656,690.5,1377,red,0
SYN-01370,HH-0067,HH-0067,household,C-SYN-HH-0067,,,synthetic_profile,2025-06-15T18:30:00,2025-06-15T18:51:00,2025-06-15,18,21,0.101,288.6,1844,red,0
SYN-01371,HH-0262,HH-0262,household,C-SYN-HH-0262,,,synthetic_profile,2025-06-15T18:30:00,2025-06-15T19:08:00,2025-06-15,18,38,0.498,786.3,1768,red,0
SYN-01372,HH-0382,HH-0382,household,C-SYN-HH-0382,,,synthetic_profile,2025-06-15T18:30:00,2025-06-15T18:56:00,2025-06-15,18,26,0.205,473.1,1857,red,0
SYN-01373,HH-0406,HH-0406,household,C-SYN-HH-0406,,,synthetic_profile,2025-06-15T18:30:00,2025-06-15T18:57:00,2025-06-15,18,27,0.321,713.3,884,red,0
SYN-01374,HH-0281,HH-0281,household,C-SYN-HH-0281,,,synthetic_profile,2025-06-15T18:40:00,2025-06-15T19:35:00,2025-06-15,18,55,0.503,548.7,1622,red,0
SYN-01375,HH-0374,HH-0374,household,C-SYN-HH-0374,,,synthetic_profile,2025-06-15T19:00:00,2025-06-15T19:58:00,2025-06-15,19,58,0.758,784.1,1080,red,0
SYN-01376,HH-0564,HH-0564,household,C-SYN-HH-0564,,,synthetic_profile,2025-06-15T19:05:00,2025-06-15T19:41:00,2025-06-15,19,36,0.32,533.3,2074,red,0
SYN-01377,HH-0289,HH-0289,household,C-SYN-HH-0289,,,synthetic_profile,2025-06-15T19:15:00,2025-06-15T19:53:00,2025-06-15,19,38,0.564,890.5,947,red,0
SYN-01378,HH-0063,HH-0063,household,C-SYN-HH-0063,,,synthetic_profile,2025-06-15T19:30:00,2025-06-15T20:04:00,2025-06-15,19,34,0.394,695.3,925,red,0
SYN-01379,HH-0451,HH-0451,household,C-SYN-HH-0451,,,synthetic_profile,2025-06-15T19:30:00,2025-06-15T20:01:00,2025-06-15,19,31,0.41,793.5,1336,red,0
SYN-01380,HH-0497,HH-0497,household,C-SYN-HH-0497,,,synthetic_profile,2025-06-15T19:40:00,2025-06-15T20:37:00,2025-06-15,19,57,0.887,933.7,952,red,0
OBS-010-0049,HH-0010,HH-0010,household,C-OBS-010,010,H,observed_smartplug,2025-06-15T19:48:23.425000,2025-06-15T20:05:29.428000,2025-06-15,19,17.1,0.43,1507.3,1571.3,red,0
SYN-01382,HH-0377,HH-0377,household,C-SYN-HH-0377,,,synthetic_profile,2025-06-15T20:10:00,2025-06-15T20:33:00,2025-06-15,20,23,0.297,774.8,1120,red,0
SYN-01383,HH-0403,HH-0403,household,C-SYN-HH-0403,,,synthetic_profile,2025-06-15T20:30:00,2025-06-15T20:51:00,2025-06-15,20,21,0.244,697.1,1232,red,0
OBS-017-0139,HH-0031,HH-0031,household,C-OBS-017,017,G,observed_smartplug,2025-06-15T21:53:14.411000,2025-06-15T21:56:32.414000,2025-06-15,21,3.3,0.108,1963.9,2014.1,red,0
OBS-017-0140,HH-0031,HH-0031,household,C-OBS-017,017,G,observed_smartplug,2025-06-15T23:45:59.862000,2025-06-16T00:00:45.357000,2025-06-15,23,14.8,0.216,878.0,1066.0,red,0
SYN-01386,HH-0275,HH-0275,household,C-SYN-HH-0275,,,synthetic_profile,2025-06-16T06:00:00,2025-06-16T06:27:00,2025-06-16,6,27,0.271,602.2,1961,red,0
SYN-01387,BIZ-004,BIZ-004,commercial,C-SYN-BIZ-004,,,synthetic_profile,2025-06-16T06:05:00,2025-06-16T08:28:00,2025-06-16,6,143,2.608,1094.3,1717,red,0
SYN-01388,BIZ-010,BIZ-010,commercial,C-SYN-BIZ-010,,,synthetic_profile,2025-06-16T06:05:00,2025-06-16T06:54:00,2025-06-16,6,49,1.646,2015.5,1373,red,0
