date,cooker_id,account_id,plug,source,session_count,active_minutes,available_minutes,utilization_percent,kwh,green_sessions,orange_sessions,red_sessions,observed_sessions,synthetic_sessions,peak_concurrent_cookers
2025-06-16,C-SYN-HH-0254,HH-0254,,synthetic_profile,1,41.0,1440,2.85,0.445,0,0,1,0,1,1
2025-06-17,C-SYN-HH-0254,HH-0254,,synthetic_profile,1,50.0,1440,3.47,0.369,1,0,0,0,1,1
2025-06-18,C-SYN-HH-0254,HH-0254,,synthetic_profile,1,57.0,1440,3.96,0.624,1,0,0,0,1,1
2025-06-19,C-SYN-HH-0254,HH-0254,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-20,C-SYN-HH-0254,HH-0254,,synthetic_profile,2,81.0,1440,5.62,1.162,1,0,1,0,2,1
2025-06-21,C-SYN-HH-0254,HH-0254,,synthetic_profile,1,48.0,1440,3.33,0.55,1,0,0,0,1,1
2025-06-22,C-SYN-HH-0254,HH-0254,,synthetic_profile,1,55.0,1440,3.82,0.729,0,0,1,0,1,1
2025-06-23,C-SYN-HH-0254,HH-0254,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-24,C-SYN-HH-0254,HH-0254,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-25,C-SYN-HH-0254,HH-0254,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-26,C-SYN-HH-0254,HH-0254,,synthetic_profile,1,42.0,1440,2.92,0.319,0,0,1,0,1,1
2025-06-27,C-SYN-HH-0254,HH-0254,,synthetic_profile,2,89.0,1440,6.18,0.967,1,0,1,0,2,1
2025-06-28,C-SYN-HH-0254,HH-0254,,synthetic_profile,1,34.0,1440,2.36,0.449,1,0,0,0,1,1
2025-06-29,C-SYN-HH-0254,HH-0254,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-30,C-SYN-HH-0254,HH-0254,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-01,C-SYN-HH-0257,HH-0257,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-02,C-SYN-HH-0257,HH-0257,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-03,C-SYN-HH-0257,HH-0257,,synthetic_profile,1,45.0,1440,3.12,0.56,0,0,1,0,1,1
2025-06-04,C-SYN-HH-0257,HH-0257,,synthetic_profile,1,19.0,1440,1.32,0.165,0,0,1,0,1,1
2025-06-05,C-SYN-HH-0257,HH-0257,,synthetic_profile,2,87.0,1440,6.04,1.022,1,0,1,0,2,1
2025-06-06,C-SYN-HH-0257,HH-0257,,synthetic_profile,2,101.0,1440,7.01,1.447,1,0,1,0,2,1
2025-06-07,C-SYN-HH-0257,HH-0257,,synthetic_profile,3,146.0,1440,10.14,1.27,1,0,2,0,3,1
2025-06-08,C-SYN-HH-0257,HH-0257,,synthetic_profile,3,103.0,1440,7.15,0.518,1,0,2,0,3,1
2025-06-09,C-SYN-HH-0257,HH-0257,,synthetic_profile,2,66.0,1440,4.58,0.652,1,0,1,0,2,1
2025-06-10,C-SYN-HH-0257,HH-0257,,synthetic_profile,3,141.0,1440,9.79,1.055,1,0,2,0,3,1
2025-06-11,C-SYN-HH-0257,HH-0257,,synthetic_profile,1,30.0,1440,2.08,0.389,0,0,1,0,1,1
2025-06-12,C-SYN-HH-0257,HH-0257,,synthetic_profile,2,99.0,1440,6.88,1.134,1,0,1,0,2,1
2025-06-13,C-SYN-HH-0257,HH-0257,,synthetic_profile,1,32.0,1440,2.22,0.276,1,0,0,0,1,1
2025-06-14,C-SYN-HH-0257,HH-0257,,synthetic_profile,3,165.0,1440,11.46,1.667,1,0,2,0,3,1
2025-06-15,C-SYN-HH-0257,HH-0257,,synthetic_profile,2,82.0,1440,5.69,0.718,0,0,2,0,2,1
2025-06-16,C-SYN-HH-0257,HH-0257,,synthetic_profile,1,52.0,1440,3.61,0.412,0,0,1,0,1,1
2025-06-17,C-SYN-HH-0257,HH-0257,,synthetic_profile,2,82.0,1440,5.69,1.004,1,0,1,0,2,1
2025-06-18,C-SYN-HH-0257,HH-0257,,synthetic_profile,1,34.0,1440,2.36,0.354,1,0,0,0,1,1
2025-06-19,C-SYN-HH-0257,HH-0257,,synthetic_profile,1,51.0,1440,3.54,0.433,1,0,0,0,1,1
2025-06-20,C-SYN-HH-0257,HH-0257,,synthetic_profile,2,68.0,1440,4.72,0.688,1,0,1,0,2,1
2025-06-21,C-SYN-HH-0257,HH-0257,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-22,C-SYN-HH-0257,HH-0257,,synthetic_profile,3,96.0,1440,6.67,1.184,1,0,2,0,3,1
2025-06-23,C-SYN-HH-0257,HH-0257,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-24,C-SYN-HH-0257,HH-0257,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-25,C-SYN-HH-0257,HH-0257,,synthetic_profile,1,24.0,1440,1.67,0.147,0,0,1,0,1,1
2025-06-26,C-SYN-HH-0257,HH-0257,,synthetic_profile,1,51.0,1440,3.54,0.304,0,0,1,0,1,1
2025-06-27,C-SYN-HH-0257,HH-0257,,synthetic_profile,2,66.0,1440,4.58,0.735,0,0,2,0,2,1
2025-06-28,C-SYN-HH-0257,HH-0257,,synthetic_profile,1,21.0,1440,1.46,0.115,0,0,1,0,1,1
2025-06-29,C-SYN-HH-0257,HH-0257,,synthetic_profile,2,47.0,1440,3.26,0.512,0,0,2,0,2,1
2025-06-30,C-SYN-HH-0257,HH-0257,,synthetic_profile,1,41.0,1440,2.85,0.232,1,0,0,0,1,1
2025-06-01,C-SYN-HH-0262,HH-0262,,synthetic_profile,1,43.0,1440,2.99,0.274,0,0,1,0,1,1
2025-06-02,C-SYN-HH-0262,HH-0262,,synthetic_profile,3,87.0,1440,6.04,0.892,1,0,2,0,3,1
2025-06-03,C-SYN-HH-0262,HH-0262,,synthetic_profile,1,60.0,1440,4.17,0.811,1,0,0,0,1,1
2025-06-04,C-SYN-HH-0262,HH-0262,,synthetic_profile,1,55.0,1440,3.82,0.47,0,0,1,0,1,1
2025-06-05,C-SYN-HH-0262,HH-0262,,synthetic_profile,2,97.0,1440,6.74,0.935,1,0,1,0,2,1
2025-06-06,C-SYN-HH-0262,HH-0262,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-07,C-SYN-HH-0262,HH-0262,,synthetic_profile,1,39.0,1440,2.71,0.447,1,0,0,0,1,1
2025-06-08,C-SYN-HH-0262,HH-0262,,synthetic_profile,1,23.0,1440,1.6,0.266,0,0,1,0,1,1
2025-06-09,C-SYN-HH-0262,HH-0262,,synthetic_profile,1,25.0,1440,1.74,0.205,0,0,1,0,1,1
2025-06-10,C-SYN-HH-0262,HH-0262,,synthetic_profile,1,48.0,1440,3.33,0.312,0,0,1,0,1,1
2025-06-11,C-SYN-HH-0262,HH-0262,,synthetic_profile,2,86.0,1440,5.97,1.074,1,0,1,0,2,1
2025-06-12,C-SYN-HH-0262,HH-0262,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-13,C-SYN-HH-0262,HH-0262,,synthetic_profile,1,45.0,1440,3.12,0.655,0,0,1,0,1,1
2025-06-14,C-SYN-HH-0262,HH-0262,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-15,C-SYN-HH-0262,HH-0262,,synthetic_profile,2,62.0,1440,4.31,0.865,0,0,2,0,2,1
2025-06-16,C-SYN-HH-0262,HH-0262,,synthetic_profile,2,79.0,1440,5.49,0.697,1,0,1,0,2,1
2025-06-17,C-SYN-HH-0262,HH-0262,,synthetic_profile,1,52.0,1440,3.61,0.299,1,0,0,0,1,1
2025-06-18,C-SYN-HH-0262,HH-0262,,synthetic_profile,3,141.0,1440,9.79,1.695,1,0,2,0,3,1
2025-06-19,C-SYN-HH-0262,HH-0262,,synthetic_profile,1,41.0,1440,2.85,0.48,0,0,1,0,1,1
2025-06-20,C-SYN-HH-0262,HH-0262,,synthetic_profile,2,98.0,1440,6.81,1.042,1,0,1,0,2,1
2025-06-21,C-SYN-HH-0262,HH-0262,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-22,C-SYN-HH-0262,HH-0262,,synthetic_profile,1,44.0,1440,3.06,0.541,0,0,1,0,1,1
2025-06-23,C-SYN-HH-0262,HH-0262,,synthetic_profile,1,34.0,1440,2.36,0.415,0,0,1,0,1,1
2025-06-24,C-SYN-HH-0262,HH-0262,,synthetic_profile,1,52.0,1440,3.61,0.545,0,0,1,0,1,1
2025-06-25,C-SYN-HH-0262,HH-0262,,synthetic_profile,2,79.0,1440,5.49,1.016,1,0,1,0,2,1
2025-06-26,C-SYN-HH-0262,HH-0262,,synthetic_profile,2,66.0,1440,4.58,0.471,0,0,2,0,2,1
2025-06-27,C-SYN-HH-0262,HH-0262,,synthetic_profile,3,115.0,1440,7.99,1.292,1,0,2,0,3,1
2025-06-28,C-SYN-HH-0262,HH-0262,,synthetic_profile,2,87.0,1440,6.04,1.007,1,0,1,0,2,1
2025-06-29,C-SYN-HH-0262,HH-0262,,synthetic_profile,2,57.0,1440,3.96,0.58,1,0,1,0,2,1
2025-06-30,C-SYN-HH-0262,HH-0262,,synthetic_profile,2,78.0,1440,5.42,0.849,0,0,2,0,2,1
2025-06-01,C-SYN-HH-0265,HH-0265,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-02,C-SYN-HH-0265,HH-0265,,synthetic_profile,2,75.0,1440,5.21,0.451,0,0,2,0,2,1
2025-06-03,C-SYN-HH-0265,HH-0265,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-04,C-SYN-HH-0265,HH-0265,,synthetic_profile,2,81.0,1440,5.62,0.501,1,0,1,0,2,1
2025-06-05,C-SYN-HH-0265,HH-0265,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-06,C-SYN-HH-0265,HH-0265,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-07,C-SYN-HH-0265,HH-0265,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-08,C-SYN-HH-0265,HH-0265,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-09,C-SYN-HH-0265,HH-0265,,synthetic_profile,2,93.0,1440,6.46,0.943,1,0,1,0,2,1
2025-06-10,C-SYN-HH-0265,HH-0265,,synthetic_profile,1,26.0,1440,1.81,0.399,0,0,1,0,1,1
2025-06-11,C-SYN-HH-0265,HH-0265,,synthetic_profile,2,82.0,1440,5.69,0.699,1,0,1,0,2,1
2025-06-12,C-SYN-HH-0265,HH-0265,,synthetic_profile,1,30.0,1440,2.08,0.175,1,0,0,0,1,1
2025-06-13,C-SYN-HH-0265,HH-0265,,synthetic_profile,1,60.0,1440,4.17,0.8,1,0,0,0,1,1
2025-06-14,C-SYN-HH-0265,HH-0265,,synthetic_profile,1,32.0,1440,2.22,0.417,1,0,0,0,1,1
2025-06-15,C-SYN-HH-0265,HH-0265,,synthetic_profile,1,41.0,1440,2.85,0.59,0,0,1,0,1,1
2025-06-16,C-SYN-HH-0265,HH-0265,,synthetic_profile,2,57.0,1440,3.96,0.445,1,0,1,0,2,1
2025-06-17,C-SYN-HH-0265,HH-0265,,synthetic_profile,2,91.0,1440,6.32,0.863,1,0,1,0,2,1
2025-06-18,C-SYN-HH-0265,HH-0265,,synthetic_profile,2,64.0,1440,4.44,0.824,1,0,1,0,2,1
2025-06-19,C-SYN-HH-0265,HH-0265,,synthetic_profile,1,33.0,1440,2.29,0.185,1,0,0,0,1,1
2025-06-20,C-SYN-HH-0265,HH-0265,,synthetic_profile,2,73.0,1440,5.07,0.8,1,0,1,0,2,1
2025-06-21,C-SYN-HH-0265,HH-0265,,synthetic_profile,1,43.0,1440,2.99,0.671,1,0,0,0,1,1
2025-06-22,C-SYN-HH-0265,HH-0265,,synthetic_profile,1,25.0,1440,1.74,0.236,1,0,0,0,1,1
2025-06-23,C-SYN-HH-0265,HH-0265,,synthetic_profile,2,82.0,1440,5.69,0.555,1,0,1,0,2,1
2025-06-24,C-SYN-HH-0265,HH-0265,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-25,C-SYN-HH-0265,HH-0265,,synthetic_profile,2,58.0,1440,4.03,0.643,1,0,1,0,2,1
2025-06-26,C-SYN-HH-0265,HH-0265,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-27,C-SYN-HH-0265,HH-0265,,synthetic_profile,1,26.0,1440,1.81,0.201,1,0,0,0,1,1
2025-06-28,C-SYN-HH-0265,HH-0265,,synthetic_profile,3,94.0,1440,6.53,0.954,1,0,2,0,3,1
2025-06-29,C-SYN-HH-0265,HH-0265,,synthetic_profile,2,88.0,1440,6.11,1.151,1,0,1,0,2,1
2025-06-30,C-SYN-HH-0265,HH-0265,,synthetic_profile,1,36.0,1440,2.5,0.259,0,0,1,0,1,1
2025-06-01,C-SYN-HH-0274,HH-0274,,synthetic_profile,2,82.0,1440,5.69,0.632,1,0,1,0,2,1
2025-06-02,C-SYN-HH-0274,HH-0274,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-03,C-SYN-HH-0274,HH-0274,,synthetic_profile,1,57.0,1440,3.96,0.553,0,0,1,0,1,1
2025-06-04,C-SYN-HH-0274,HH-0274,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-05,C-SYN-HH-0274,HH-0274,,synthetic_profile,1,28.0,1440,1.94,0.191,1,0,0,0,1,1
2025-06-06,C-SYN-HH-0274,HH-0274,,synthetic_profile,1,27.0,1440,1.88,0.277,0,0,1,0,1,1
2025-06-07,C-SYN-HH-0274,HH-0274,,synthetic_profile,1,53.0,1440,3.68,0.303,0,0,1,0,1,1
2025-06-08,C-SYN-HH-0274,HH-0274,,synthetic_profile,1,37.0,1440,2.57,0.345,0,0,1,0,1,1
2025-06-09,C-SYN-HH-0274,HH-0274,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-10,C-SYN-HH-0274,HH-0274,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-11,C-SYN-HH-0274,HH-0274,,synthetic_profile,1,44.0,1440,3.06,0.304,0,0,1,0,1,1
2025-06-12,C-SYN-HH-0274,HH-0274,,synthetic_profile,2,49.0,1440,3.4,0.374,0,0,2,0,2,1
2025-06-13,C-SYN-HH-0274,HH-0274,,synthetic_profile,1,58.0,1440,4.03,0.489,0,0,1,0,1,1
2025-06-14,C-SYN-HH-0274,HH-0274,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-15,C-SYN-HH-0274,HH-0274,,synthetic_profile,1,35.0,1440,2.43,0.228,1,0,0,0,1,1
2025-06-16,C-SYN-HH-0274,HH-0274,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-17,C-SYN-HH-0274,HH-0274,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-18,C-SYN-HH-0274,HH-0274,,synthetic_profile,1,50.0,1440,3.47,0.244,0,0,1,0,1,1
2025-06-19,C-SYN-HH-0274,HH-0274,,synthetic_profile,1,21.0,1440,1.46,0.32,0,0,1,0,1,1
2025-06-20,C-SYN-HH-0274,HH-0274,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-21,C-SYN-HH-0274,HH-0274,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-22,C-SYN-HH-0274,HH-0274,,synthetic_profile,1,30.0,1440,2.08,0.287,1,0,0,0,1,1
2025-06-23,C-SYN-HH-0274,HH-0274,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-24,C-SYN-HH-0274,HH-0274,,synthetic_profile,1,44.0,1440,3.06,0.418,0,0,1,0,1,1
2025-06-25,C-SYN-HH-0274,HH-0274,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-26,C-SYN-HH-0274,HH-0274,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-27,C-SYN-HH-0274,HH-0274,,synthetic_profile,1,23.0,1440,1.6,0.311,0,0,1,0,1,1
2025-06-28,C-SYN-HH-0274,HH-0274,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-29,C-SYN-HH-0274,HH-0274,,synthetic_profile,2,75.0,1440,5.21,0.788,0,0,2,0,2,1
2025-06-30,C-SYN-HH-0274,HH-0274,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-01,C-SYN-HH-0275,HH-0275,,synthetic_profile,1,27.0,1440,1.88,0.405,1,0,0,0,1,1
2025-06-02,C-SYN-HH-0275,HH-0275,,synthetic_profile,1,53.0,1440,3.68,0.345,1,0,0,0,1,1
2025-06-03,C-SYN-HH-0275,HH-0275,,synthetic_profile,1,30.0,1440,2.08,0.166,0,0,1,0,1,1
2025-06-04,C-SYN-HH-0275,HH-0275,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-05,C-SYN-HH-0275,HH-0275,,synthetic_profile,1,38.0,1440,2.64,0.255,0,0,1,0,1,1
2025-06-06,C-SYN-HH-0275,HH-0275,,synthetic_profile,1,26.0,1440,1.81,0.253,0,0,1,0,1,1
2025-06-07,C-SYN-HH-0275,HH-0275,,synthetic_profile,2,74.0,1440,5.14,0.621,1,0,1,0,2,1
2025-06-08,C-SYN-HH-0275,HH-0275,,synthetic_profile,2,50.0,1440,3.47,0.425,0,0,2,0,2,1
2025-06-09,C-SYN-HH-0275,HH-0275,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-10,C-SYN-HH-0275,HH-0275,,synthetic_profile,1,58.0,1440,4.03,0.488,1,0,0,0,1,1
2025-06-11,C-SYN-HH-0275,HH-0275,,synthetic_profile,1,29.0,1440,2.01,0.202,0,0,1,0,1,1
2025-06-12,C-SYN-HH-0275,HH-0275,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-13,C-SYN-HH-0275,HH-0275,,synthetic_profile,3,130.0,1440,9.03,0.888,1,0,2,0,3,1
2025-06-14,C-SYN-HH-0275,HH-0275,,synthetic_profile,1,46.0,1440,3.19,0.263,1,0,0,0,1,1
2025-06-15,C-SYN-HH-0275,HH-0275,,synthetic_profile,2,54.0,1440,3.75,0.512,0,0,2,0,2,1
2025-06-16,C-SYN-HH-0275,HH-0275,,synthetic_profile,1,27.0,1440,1.88,0.271,0,0,1,0,1,1
2025-06-17,C-SYN-HH-0275,HH-0275,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-18,C-SYN-HH-0275,HH-0275,,synthetic_profile,1,29.0,1440,2.01,0.134,0,0,1,0,1,1
2025-06-19,C-SYN-HH-0275,HH-0275,,synthetic_profile,1,23.0,1440,1.6,0.192,0,0,1,0,1,1
2025-06-20,C-SYN-HH-0275,HH-0275,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-21,C-SYN-HH-0275,HH-0275,,synthetic_profile,2,73.0,1440,5.07,0.822,1,0,1,0,2,1
2025-06-22,C-SYN-HH-0275,HH-0275,,synthetic_profile,2,84.0,1440,5.83,1.174,0,0,2,0,2,1
2025-06-23,C-SYN-HH-0275,HH-0275,,synthetic_profile,2,61.0,1440,4.24,0.628,1,0,1,0,2,1
2025-06-24,C-SYN-HH-0275,HH-0275,,synthetic_profile,1,47.0,1440,3.26,0.622,1,0,0,0,1,1
2025-06-25,C-SYN-HH-0275,HH-0275,,synthetic_profile,1,46.0,1440,3.19,0.224,0,0,1,0,1,1
2025-06-26,C-SYN-HH-0275,HH-0275,,synthetic_profile,3,150.0,1440,10.42,1.329,1,0,2,0,3,1
2025-06-27,C-SYN-HH-0275,HH-0275,,synthetic_profile,2,67.0,1440,4.65,0.561,1,0,1,0,2,1
2025-06-28,C-SYN-HH-0275,HH-0275,,synthetic_profile,1,64.0,1440,4.44,0.56,1,0,0,0,1,1
2025-06-29,C-SYN-HH-0275,HH-0275,,synthetic_profile,1,18.0,1440,1.25,0.145,0,0,1,0,1,1
2025-06-30,C-SYN-HH-0275,HH-0275,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-01,C-SYN-HH-0279,HH-0279,,synthetic_profile,1,42.0,1440,2.92,0.484,0,1,0,0,1,1
2025-06-02,C-SYN-HH-0279,HH-0279,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-03,C-SYN-HH-0279,HH-0279,,synthetic_profile,3,106.0,1440,7.36,1.288,1,1,1,0,3,1
2025-06-04,C-SYN-HH-0279,HH-0279,,synthetic_profile,2,56.0,1440,3.89,0.427,1,1,0,0,2,1
2025-06-05,C-SYN-HH-0279,HH-0279,,synthetic_profile,2,67.0,1440,4.65,0.861,1,0,1,0,2,1
2025-06-06,C-SYN-HH-0279,HH-0279,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-07,C-SYN-HH-0279,HH-0279,,synthetic_profile,2,40.0,1440,2.78,0.299,0,1,1,0,2,1
2025-06-08,C-SYN-HH-0279,HH-0279,,synthetic_profile,3,135.0,1440,9.38,1.184,1,1,1,0,3,1
2025-06-09,C-SYN-HH-0279,HH-0279,,synthetic_profile,1,27.0,1440,1.88,0.354,0,1,0,0,1,1
2025-06-10,C-SYN-HH-0279,HH-0279,,synthetic_profile,1,29.0,1440,2.01,0.453,1,0,0,0,1,1
2025-06-11,C-SYN-HH-0279,HH-0279,,synthetic_profile,3,172.0,1440,11.94,1.599,1,1,1,0,3,1
2025-06-12,C-SYN-HH-0279,HH-0279,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-13,C-SYN-HH-0279,HH-0279,,synthetic_profile,3,140.0,1440,9.72,1.376,1,1,1,0,3,1
2025-06-14,C-SYN-HH-0279,HH-0279,,synthetic_profile,3,94.0,1440,6.53,0.723,1,1,1,0,3,1
2025-06-15,C-SYN-HH-0279,HH-0279,,synthetic_profile,1,41.0,1440,2.85,0.449,1,0,0,0,1,1
2025-06-16,C-SYN-HH-0279,HH-0279,,synthetic_profile,2,122.0,1440,8.47,1.508,1,0,1,0,2,1
2025-06-17,C-SYN-HH-0279,HH-0279,,synthetic_profile,1,41.0,1440,2.85,0.642,0,0,1,0,1,1
2025-06-18,C-SYN-HH-0279,HH-0279,,synthetic_profile,1,62.0,1440,4.31,0.801,1,0,0,0,1,1
2025-06-19,C-SYN-HH-0279,HH-0279,,synthetic_profile,2,62.0,1440,4.31,0.776,1,0,1,0,2,1
2025-06-20,C-SYN-HH-0279,HH-0279,,synthetic_profile,3,114.0,1440,7.92,1.587,1,1,1,0,3,1
2025-06-21,C-SYN-HH-0279,HH-0279,,synthetic_profile,1,25.0,1440,1.74,0.263,0,1,0,0,1,1
2025-06-22,C-SYN-HH-0279,HH-0279,,synthetic_profile,1,33.0,1440,2.29,0.427,0,0,1,0,1,1
2025-06-23,C-SYN-HH-0279,HH-0279,,synthetic_profile,2,87.0,1440,6.04,0.76,0,0,2,0,2,1
2025-06-24,C-SYN-HH-0279,HH-0279,,synthetic_profile,2,60.0,1440,4.17,0.444,0,1,1,0,2,1
2025-06-25,C-SYN-HH-0279,HH-0279,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-26,C-SYN-HH-0279,HH-0279,,synthetic_profile,1,48.0,1440,3.33,0.513,1,0,0,0,1,1
2025-06-27,C-SYN-HH-0279,HH-0279,,synthetic_profile,1,18.0,1440,1.25,0.133,0,0,1,0,1,1
2025-06-28,C-SYN-HH-0279,HH-0279,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-29,C-SYN-HH-0279,HH-0279,,synthetic_profile,1,31.0,1440,2.15,0.216,0,1,0,0,1,1
2025-06-30,C-SYN-HH-0279,HH-0279,,synthetic_profile,1,38.0,1440,2.64,0.448,1,0,0,0,1,1
2025-06-01,C-SYN-HH-0281,HH-0281,,synthetic_profile,2,61.0,1440,4.24,0.56,0,1,1,0,2,1
2025-06-02,C-SYN-HH-0281,HH-0281,,synthetic_profile,1,54.0,1440,3.75,0.378,1,0,0,0,1,1
2025-06-03,C-SYN-HH-0281,HH-0281,,synthetic_profile,1,19.0,1440,1.32,0.206,0,1,0,0,1,1
2025-06-04,C-SYN-HH-0281,HH-0281,,synthetic_profile,3,124.0,1440,8.61,1.33,1,1,1,0,3,1
2025-06-05,C-SYN-HH-0281,HH-0281,,synthetic_profile,3,122.0,1440,8.47,1.333,1,1,1,0,3,1
2025-06-06,C-SYN-HH-0281,HH-0281,,synthetic_profile,2,92.0,1440,6.39,0.745,1,1,0,0,2,1
2025-06-07,C-SYN-HH-0281,HH-0281,,synthetic_profile,1,56.0,1440,3.89,0.515,1,0,0,0,1,1
2025-06-08,C-SYN-HH-0281,HH-0281,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-09,C-SYN-HH-0281,HH-0281,,synthetic_profile,1,49.0,1440,3.4,0.225,0,0,1,0,1,1
2025-06-10,C-SYN-HH-0281,HH-0281,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-11,C-SYN-HH-0281,HH-0281,,synthetic_profile,1,43.0,1440,2.99,0.451,1,0,0,0,1,1
2025-06-12,C-SYN-HH-0281,HH-0281,,synthetic_profile,2,87.0,1440,6.04,1.127,1,0,1,0,2,1
2025-06-13,C-SYN-HH-0281,HH-0281,,synthetic_profile,2,104.0,1440,7.22,1.194,1,0,1,0,2,1
2025-06-14,C-SYN-HH-0281,HH-0281,,synthetic_profile,2,44.0,1440,3.06,0.588,1,0,1,0,2,1
2025-06-15,C-SYN-HH-0281,HH-0281,,synthetic_profile,3,113.0,1440,7.85,1.185,1,1,1,0,3,1
2025-06-16,C-SYN-HH-0281,HH-0281,,synthetic_profile,1,30.0,1440,2.08,0.199,0,0,1,0,1,1
2025-06-17,C-SYN-HH-0281,HH-0281,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-18,C-SYN-HH-0281,HH-0281,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-19,C-SYN-HH-0281,HH-0281,,synthetic_profile,0,0,1440,0.0,0,0,0,0,0,0,0
2025-06-20,C-SYN-HH-0281,HH-0281,,synthetic_profile,1,24.0,1440,1.67,0.167,0,0,1,0,1,1
2025-06-21,C-SYN-HH-0281,HH-0281,,synthetic_profile,2,103.0,1440,7.15,1.353,0,1,1,0,2,1
2025-06-22,C-SYN-HH-0281,HH-0281,,synthetic_profile,1,42.0,1440,2.92,0.217,0,0,1,0,1,1
2025-06-23,C-SYN-HH-0281,HH-0281,,synthetic_profile,1,21.0,1440,1.46,0.261,0,0,1,0,1,1
2025-06-24,C-SYN-HH-0281,HH-0281,,synthetic_profile,1,29.0,1440,2.01,0.388,1,0,0,0,1,1
2025-06-25,C-SYN-HH-0281,HH-0281,,synthetic_profile,2,86.0,1440,5.97,0.838,0,1,1,0,2,1
2025-06-26,C-SYN-HH-0281,HH-0281,,synthetic_profile,1,33.0,1440,2.29,0.163,0,0,1,0,1,1
2025-06-27,C-SYN-HH-0281,HH-0281,,synthetic_profile,2,76.0,1440,5.28,0.722,1,0,1,0,2,1
2025-06-28,C-SYN-HH-0281,HH-0281,,synthetic_profile,1,62.0,1440,4.31,0.603,1,0,0,0,1,1
2025-06-29,C-SYN-HH-0281,HH-0281,,synthetic_profile,2,52.0,1440,3.61,0.494,1,1,0,0,2,1
