person_id,household_id,age_band,gender,role,student_or_worker_status,primary_activity
P-01005,HH-0281,55-64,male,adult,worker,school
P-01006,HH-0281,13-17,female,child,student,school
P-01007,HH-0281,6-12,female,child,student,casual_labor
P-01008,HH-0281,18-24,male,adult,worker,home_care
P-01009,HH-0281,35-44,male,adult,caregiver,retail_trade
P-01010,HH-0281,45-54,male,adult,worker,casual_labor
P-01011,HH-0282,25-34,male,household_head,worker,retail_trade
P-01012,HH-0282,13-17,female,child,student,livestock
P-01013,HH-0282,45-54,male,adult,caregiver,casual_labor
P-01014,HH-0282,65+,male,adult,dependent,restaurant_work
P-01015,HH-0282,13-17,male,child,student,home_care
P-01016,HH-0283,55-64,female,household_head,worker,livestock
P-01017,HH-0283,25-34,male,adult,worker,casual_labor
P-01018,HH-0284,45-54,male,household_head,worker,livestock
P-01019,HH-0284,13-17,male,child,student,casual_labor
P-01020,HH-0284,18-24,male,adult,worker,livestock
P-01021,HH-0284,6-12,male,child,student,livestock
P-01022,HH-0284,0-5,female,child,dependent,casual_labor
P-01023,HH-0285,45-54,female,household_head,worker,retail_trade
P-01024,HH-0286,25-34,male,household_head,worker,livestock
P-01025,HH-0286,18-24,male,adult,worker,restaurant_work
P-01026,HH-0286,35-44,male,adult,worker,retail_trade
P-01027,HH-0286,35-44,female,adult,worker,livestock
P-01028,HH-0286,25-34,female,adult,caregiver,casual_labor
P-01029,HH-0287,25-34,female,household_head,worker,livestock
P-01030,HH-0287,0-5,male,child,dependent,retail_trade
P-01031,HH-0287,25-34,male,adult,worker,casual_labor
P-01032,HH-0287,65+,male,adult,dependent,restaurant_work
P-01033,HH-0287,13-17,female,child,student,school
P-01034,HH-0287,13-17,male,child,student,livestock
P-01035,HH-0288,25-34,female,household_head,worker,restaurant_work
P-01036,HH-0288,35-44,female,adult,caregiver,retail_trade
P-01037,HH-0288,18-24,female,adult,caregiver,retail_trade
P-01038,HH-0288,6-12,female,child,student,school
P-01039,HH-0289,25-34,male,household_head,worker,school
P-01040,HH-0289,0-5,female,child,caregiver,casual_labor
P-01041,HH-0289,13-17,female,child,student,livestock
P-01042,HH-0289,35-44,female,adult,worker,livestock
P-01043,HH-0289,18-24,female,adult,worker,casual_labor
P-01044,HH-0290,35-44,female,household_head,worker,retail_trade
P-01045,HH-0290,25-34,female,adult,worker,retail_trade
P-01046,HH-0290,6-12,male,child,student,school
P-01047,HH-0290,25-34,male,adult,worker,casual_labor
P-01048,HH-0290,0-5,male,child,dependent,casual_labor
P-01049,HH-0290,55-64,female,adult,worker,home_care
P-01050,HH-0290,0-5,male,child,dependent,casual_labor
P-01051,HH-0291,35-44,female,household_head,caregiver,casual_labor
P-01052,HH-0292,25-34,female,household_head,worker,retail_trade
P-01053,HH-0292,55-64,female,adult,worker,retail_trade
P-01054,HH-0292,25-34,male,adult,caregiver,other
P-01055,HH-0292,0-5,male,child,dependent,livestock
P-01056,HH-0293,35-44,female,household_head,worker,restaurant_work
P-01057,HH-0294,55-64,male,household_head,worker,retail_trade
P-01058,HH-0294,0-5,male,child,caregiver,casual_labor
P-01059,HH-0294,0-5,female,child,dependent,casual_labor
P-01060,HH-0295,55-64,female,household_head,worker,home_care
P-01061,HH-0296,65+,male,household_head,dependent,livestock
P-01062,HH-0296,55-64,female,adult,worker,casual_labor
P-01063,HH-0296,0-5,female,child,dependent,retail_trade
P-01064,HH-0296,25-34,female,adult,worker,home_care
P-01065,HH-0296,35-44,male,adult,worker,livestock
P-01066,HH-0297,45-54,female,household_head,worker,restaurant_work
P-01067,HH-0297,18-24,male,adult,worker,restaurant_work
P-01068,HH-0297,18-24,female,adult,worker,home_care
P-01069,HH-0297,25-34,male,adult,worker,livestock
P-01070,HH-0298,25-34,male,household_head,caregiver,livestock
P-01071,HH-0299,45-54,male,household_head,worker,restaurant_work
P-01072,HH-0299,13-17,male,child,student,school
P-01073,HH-0300,65+,female,household_head,caregiver,retail_trade
P-01074,HH-0300,0-5,male,child,dependent,home_care
P-01075,HH-0300,25-34,male,adult,worker,home_care
P-01076,HH-0300,35-44,male,adult,worker,other
P-01077,HH-0301,65+,female,household_head,dependent,livestock
P-01078,HH-0301,18-24,male,adult,caregiver,livestock
P-01079,HH-0301,25-34,male,adult,worker,livestock
P-01080,HH-0301,25-34,male,adult,caregiver,restaurant_work
P-01081,HH-0301,45-54,male,adult,worker,retail_trade
P-01082,HH-0302,55-64,male,household_head,caregiver,retail_trade
P-01083,HH-0302,25-34,male,adult,worker,retail_trade
P-01084,HH-0302,13-17,male,child,student,school
P-01085,HH-0302,13-17,female,child,student,retail_trade
P-01086,HH-0302,25-34,male,adult,caregiver,restaurant_work
P-01087,HH-0303,65+,male,household_head,dependent,home_care
P-01088,HH-0303,45-54,female,adult,worker,retail_trade
P-01089,HH-0303,18-24,female,adult,caregiver,retail_trade
P-01090,HH-0303,35-44,female,adult,worker,home_care
P-01091,HH-0303,13-17,male,child,student,restaurant_work
P-01092,HH-0304,35-44,female,household_head,caregiver,casual_labor
P-01093,HH-0304,55-64,male,adult,worker,retail_trade
P-01094,HH-0304,25-34,male,adult,worker,livestock
P-01095,HH-0305,25-34,male,household_head,worker,retail_trade
P-01096,HH-0306,35-44,female,household_head,worker,casual_labor
P-01097,HH-0306,25-34,male,adult,worker,school
P-01098,HH-0306,18-24,male,adult,caregiver,school
P-01099,HH-0306,18-24,female,adult,worker,restaurant_work
P-01100,HH-0307,25-34,female,household_head,caregiver,livestock
P-01101,HH-0307,18-24,female,adult,worker,casual_labor
P-01102,HH-0307,18-24,female,adult,worker,livestock
P-01103,HH-0307,18-24,male,adult,worker,other
P-01104,HH-0307,25-34,male,adult,caregiver,livestock
P-01105,HH-0307,18-24,male,adult,caregiver,retail_trade
P-01106,HH-0307,25-34,female,adult,worker,livestock
P-01107,HH-0308,35-44,female,household_head,worker,retail_trade
P-01108,HH-0308,0-5,female,child,dependent,restaurant_work
P-01109,HH-0308,45-54,female,adult,worker,home_care
P-01110,HH-0308,6-12,male,child,student,livestock
P-01111,HH-0308,35-44,female,adult,worker,retail_trade
P-01112,HH-0309,35-44,female,household_head,worker,livestock
P-01113,HH-0309,18-24,male,adult,worker,retail_trade
P-01114,HH-0310,25-34,female,household_head,worker,livestock
P-01115,HH-0310,6-12,female,child,student,school
P-01116,HH-0310,35-44,male,adult,caregiver,casual_labor
P-01117,HH-0310,6-12,female,child,student,school
P-01118,HH-0310,13-17,female,child,student,livestock
P-01119,HH-0311,25-34,female,household_head,worker,livestock
P-01120,HH-0311,18-24,female,adult,worker,retail_trade
P-01121,HH-0311,18-24,male,adult,worker,home_care
P-01122,HH-0312,45-54,female,household_head,worker,livestock
P-01123,HH-0312,18-24,male,adult,worker,home_care
P-01124,HH-0312,35-44,female,adult,worker,livestock
P-01125,HH-0312,45-54,male,adult,worker,retail_trade
P-01126,HH-0312,6-12,male,child,student,casual_labor
P-01127,HH-0313,45-54,male,household_head,worker,livestock
P-01128,HH-0313,13-17,female,child,student,school
P-01129,HH-0313,13-17,female,child,student,livestock
P-01130,HH-0313,35-44,male,adult,worker,livestock
P-01131,HH-0314,35-44,female,household_head,worker,retail_trade
P-01132,HH-0314,13-17,female,child,student,school
P-01133,HH-0314,13-17,female,child,student,school
P-01134,HH-0315,25-34,female,household_head,worker,livestock
P-01135,HH-0315,13-17,female,child,student,retail_trade
P-01136,HH-0315,25-34,male,adult,worker,home_care
P-01137,HH-0315,35-44,female,adult,worker,casual_labor
P-01138,HH-0316,35-44,male,household_head,worker,other
P-01139,HH-0316,35-44,male,adult,worker,school
P-01140,HH-0316,65+,female,adult,dependent,home_care
P-01141,HH-0316,25-34,male,adult,worker,livestock
P-01142,HH-0317,55-64,female,household_head,worker,restaurant_work
P-01143,HH-0317,13-17,female,child,student,home_care
P-01144,HH-0318,45-54,female,household_head,worker,livestock
P-01145,HH-0318,25-34,female,adult,worker,home_care
P-01146,HH-0319,65+,male,household_head,dependent,home_care
P-01147,HH-0319,18-24,male,adult,worker,retail_trade
P-01148,HH-0320,45-54,male,household_head,worker,livestock
P-01149,HH-0320,6-12,male,child,student,home_care
P-01150,HH-0320,0-5,female,child,dependent,restaurant_work
P-01151,HH-0321,35-44,male,household_head,caregiver,retail_trade
P-01152,HH-0322,35-44,male,household_head,worker,livestock
P-01153,HH-0322,6-12,male,child,student,home_care
P-01154,HH-0322,6-12,female,child,student,retail_trade
P-01155,HH-0323,35-44,female,household_head,worker,casual_labor
P-01156,HH-0323,6-12,female,child,student,retail_trade
P-01157,HH-0323,13-17,female,child,student,school
P-01158,HH-0323,25-34,male,adult,worker,retail_trade
P-01159,HH-0324,25-34,female,household_head,worker,retail_trade
P-01160,HH-0324,25-34,male,adult,worker,livestock
P-01161,HH-0324,0-5,male,child,dependent,livestock
P-01162,HH-0325,55-64,female,household_head,worker,home_care
P-01163,HH-0325,13-17,female,child,student,casual_labor
P-01164,HH-0326,25-34,female,household_head,worker,home_care
P-01165,HH-0327,45-54,female,household_head,caregiver,casual_labor
P-01166,HH-0328,35-44,female,household_head,worker,retail_trade
P-01167,HH-0329,25-34,female,household_head,worker,school
P-01168,HH-0329,13-17,male,child,student,school
P-01169,HH-0329,45-54,female,adult,worker,casual_labor
P-01170,HH-0329,18-24,male,adult,worker,casual_labor
P-01171,HH-0329,0-5,male,child,dependent,casual_labor
P-01172,HH-0329,0-5,female,child,dependent,livestock
P-01173,HH-0329,45-54,female,adult,worker,school
P-01174,HH-0330,25-34,male,household_head,worker,casual_labor
P-01175,HH-0330,0-5,female,child,dependent,home_care
P-01176,HH-0330,18-24,female,adult,worker,restaurant_work
P-01177,HH-0330,13-17,female,child,student,school
P-01178,HH-0331,25-34,male,household_head,worker,livestock
P-01179,HH-0332,45-54,male,household_head,worker,other
P-01180,HH-0332,35-44,female,adult,worker,casual_labor
P-01181,HH-0333,55-64,female,household_head,worker,livestock
P-01182,HH-0333,25-34,male,adult,worker,other
P-01183,HH-0333,0-5,female,child,caregiver,restaurant_work
P-01184,HH-0333,18-24,male,adult,worker,casual_labor
P-01185,HH-0333,0-5,female,child,caregiver,home_care
P-01186,HH-0333,6-12,female,child,student,livestock
P-01187,HH-0333,0-5,female,child,caregiver,casual_labor
P-01188,HH-0334,35-44,female,household_head,worker,livestock
P-01189,HH-0334,35-44,female,adult,caregiver,home_care
P-01190,HH-0334,35-44,male,adult,worker,livestock
P-01191,HH-0334,13-17,female,child,student,school
P-01192,HH-0334,45-54,male,adult,worker,home_care
P-01193,HH-0335,25-34,female,household_head,worker,other
P-01194,HH-0335,65+,female,adult,dependent,livestock
P-01195,HH-0335,18-24,female,adult,worker,livestock
P-01196,HH-0336,45-54,male,household_head,worker,casual_labor
P-01197,HH-0337,35-44,male,household_head,worker,retail_trade
P-01198,HH-0337,13-17,male,child,student,school
P-01199,HH-0338,35-44,female,household_head,worker,casual_labor
P-01200,HH-0338,13-17,female,child,student,school
P-01201,HH-0338,18-24,male,adult,worker,retail_trade
P-01202,HH-0338,6-12,female,child,student,restaurant_work
P-01203,HH-0339,35-44,female,household_head,worker,retail_trade
P-01204,HH-0340,65+,female,household_head,caregiver,restaurant_work
P-01205,HH-0340,25-34,male,adult,worker,home_care
P-01206,HH-0341,35-44,female,household_head,worker,livestock
P-01207,HH-0341,45-54,female,adult,worker,home_care
P-01208,HH-0341,25-34,male,adult,caregiver,casual_labor
P-01209,HH-0341,6-12,male,child,student,school
P-01210,HH-0341,25-34,female,adult,caregiver,livestock
P-01211,HH-0341,25-34,male,adult,worker,home_care
P-01212,HH-0342,45-54,male,household_head,worker,casual_labor
P-01213,HH-0343,25-34,male,household_head,worker,home_care
P-01214,HH-0343,6-12,male,child,student,school
P-01215,HH-0343,25-34,female,adult,caregiver,livestock
P-01216,HH-0344,35-44,female,household_head,caregiver,livestock
P-01217,HH-0344,13-17,female,child,student,retail_trade
P-01218,HH-0344,18-24,male,adult,worker,livestock
P-01219,HH-0345,35-44,male,household_head,worker,livestock
P-01220,HH-0345,0-5,female,child,caregiver,livestock
P-01221,HH-0345,0-5,male,child,dependent,casual_labor
P-01222,HH-0345,0-5,male,child,dependent,other
P-01223,HH-0345,35-44,male,adult,caregiver,livestock
P-01224,HH-0346,45-54,male,household_head,worker,retail_trade
P-01225,HH-0346,13-17,female,child,student,school
P-01226,HH-0346,13-17,male,child,student,livestock
P-01227,HH-0346,55-64,female,adult,worker,home_care
P-01228,HH-0346,35-44,male,adult,worker,home_care
P-01229,HH-0347,45-54,male,household_head,worker,casual_labor
P-01230,HH-0347,35-44,female,adult,worker,casual_labor
P-01231,HH-0347,18-24,male,adult,worker,retail_trade
P-01232,HH-0347,35-44,male,adult,worker,home_care
P-01233,HH-0347,6-12,male,child,student,retail_trade
P-01234,HH-0348,35-44,female,household_head,worker,home_care
P-01235,HH-0348,13-17,male,child,student,retail_trade
P-01236,HH-0348,35-44,male,adult,worker,home_care
P-01237,HH-0348,0-5,male,child,dependent,livestock
P-01238,HH-0348,65+,male,adult,dependent,casual_labor
P-01239,HH-0348,55-64,female,adult,worker,casual_labor
P-01240,HH-0349,25-34,female,household_head,worker,retail_trade
P-01241,HH-0349,6-12,male,child,student,casual_labor
P-01242,HH-0349,55-64,male,adult,worker,casual_labor
P-01243,HH-0350,35-44,female,household_head,worker,livestock
P-01244,HH-0350,45-54,male,adult,worker,home_care
P-01245,HH-0350,35-44,female,adult,worker,retail_trade
P-01246,HH-0351,45-54,male,household_head,worker,restaurant_work
P-01247,HH-0351,0-5,male,child,dependent,retail_trade
P-01248,HH-0352,45-54,female,household_head,worker,restaurant_work
P-01249,HH-0352,25-34,female,adult,worker,livestock
P-01250,HH-0353,25-34,female,household_head,worker,livestock
P-01251,HH-0353,25-34,female,adult,worker,home_care
P-01252,HH-0353,6-12,male,child,student,retail_trade
P-01253,HH-0354,35-44,male,household_head,worker,livestock
P-01254,HH-0355,45-54,male,household_head,worker,home_care
P-01255,HH-0355,25-34,male,adult,worker,home_care
P-01256,HH-0355,6-12,female,child,student,school
P-01257,HH-0355,13-17,female,child,student,livestock
P-01258,HH-0355,13-17,male,child,student,school
P-01259,HH-0356,35-44,female,household_head,worker,home_care
P-01260,HH-0357,35-44,female,household_head,worker,restaurant_work
P-01261,HH-0358,55-64,male,household_head,caregiver,home_care
P-01262,HH-0358,13-17,male,child,student,other
P-01263,HH-0358,6-12,female,child,student,school
P-01264,HH-0358,13-17,female,child,student,restaurant_work
P-01265,HH-0359,45-54,female,household_head,worker,livestock
P-01266,HH-0360,65+,female,household_head,dependent,livestock
P-01267,HH-0361,25-34,male,household_head,caregiver,casual_labor
P-01268,HH-0361,6-12,male,child,student,retail_trade
P-01269,HH-0362,65+,female,household_head,dependent,retail_trade
P-01270,HH-0362,6-12,male,child,student,casual_labor
P-01271,HH-0362,18-24,female,adult,worker,home_care
P-01272,HH-0363,35-44,male,household_head,worker,casual_labor
P-01273,HH-0363,6-12,female,child,student,casual_labor
P-01274,HH-0363,35-44,female,adult,worker,school
P-01275,HH-0363,6-12,male,child,student,school
P-01276,HH-0363,25-34,male,adult,caregiver,livestock
P-01277,HH-0364,25-34,female,household_head,worker,casual_labor
P-01278,HH-0364,0-5,female,child,dependent,restaurant_work
P-01279,HH-0365,55-64,male,household_head,worker,casual_labor
P-01280,HH-0365,25-34,female,adult,worker,livestock
P-01281,HH-0365,6-12,female,child,student,home_care
P-01282,HH-0366,35-44,male,household_head,worker,retail_trade
P-01283,HH-0366,6-12,male,child,student,livestock
P-01284,HH-0366,25-34,female,adult,worker,livestock
P-01285,HH-0366,18-24,male,adult,worker,casual_labor
P-01286,HH-0367,45-54,female,household_head,worker,home_care
P-01287,HH-0367,55-64,male,adult,worker,retail_trade
P-01288,HH-0367,25-34,female,adult,worker,retail_trade
P-01289,HH-0367,45-54,male,adult,worker,livestock
P-01290,HH-0368,65+,male,household_head,dependent,livestock
P-01291,HH-0368,35-44,female,adult,worker,home_care
P-01292,HH-0368,13-17,female,child,student,retail_trade
P-01293,HH-0368,6-12,female,child,student,school
P-01294,HH-0369,45-54,female,household_head,worker,restaurant_work
P-01295,HH-0369,18-24,male,adult,worker,home_care
P-01296,HH-0369,25-34,female,adult,caregiver,casual_labor
P-01297,HH-0370,35-44,female,household_head,worker,retail_trade
P-01298,HH-0370,13-17,male,child,student,school
P-01299,HH-0370,18-24,female,adult,worker,restaurant_work
P-01300,HH-0370,18-24,male,adult,caregiver,retail_trade
P-01301,HH-0371,35-44,male,household_head,caregiver,retail_trade
P-01302,HH-0372,45-54,female,household_head,worker,livestock
P-01303,HH-0372,25-34,female,adult,worker,casual_labor
P-01304,HH-0372,0-5,female,child,dependent,home_care
P-01305,HH-0373,55-64,male,household_head,worker,restaurant_work
P-01306,HH-0373,0-5,male,child,dependent,livestock
P-01307,HH-0373,25-34,female,adult,worker,livestock
P-01308,HH-0373,0-5,female,child,dependent,livestock
P-01309,HH-0373,6-12,female,child,student,other
P-01310,HH-0374,35-44,male,household_head,worker,school
P-01311,HH-0374,13-17,male,child,student,restaurant_work
P-01312,HH-0375,55-64,female,household_head,caregiver,school
P-01313,HH-0375,6-12,female,child,student,school
P-01314,HH-0375,25-34,female,adult,worker,school
P-01315,HH-0375,6-12,male,child,student,retail_trade
P-01316,HH-0376,35-44,male,household_head,worker,retail_trade
P-01317,HH-0377,35-44,female,household_head,caregiver,home_care
P-01318,HH-0377,45-54,female,adult,worker,livestock
P-01319,HH-0377,0-5,female,child,dependent,retail_trade
P-01320,HH-0377,25-34,male,adult,worker,other
P-01321,HH-0377,0-5,male,child,dependent,casual_labor
P-01322,HH-0377,0-5,female,child,dependent,home_care
P-01323,HH-0378,45-54,female,household_head,caregiver,retail_trade
P-01324,HH-0378,25-34,female,adult,caregiver,home_care
P-01325,HH-0378,18-24,female,adult,caregiver,casual_labor
P-01326,HH-0378,0-5,male,child,dependent,casual_labor
P-01327,HH-0378,6-12,female,child,student,school
P-01328,HH-0379,45-54,male,household_head,caregiver,home_care
P-01329,HH-0379,6-12,male,child,student,home_care
P-01330,HH-0379,6-12,female,child,student,school
P-01331,HH-0379,6-12,female,child,student,school
P-01332,HH-0379,0-5,female,child,dependent,home_care
P-01333,HH-0380,25-34,female,household_head,worker,livestock
P-01334,HH-0380,13-17,male,child,student,restaurant_work
P-01335,HH-0380,6-12,female,child,student,home_care
P-01336,HH-0380,0-5,female,child,dependent,retail_trade
P-01337,HH-0380,6-12,female,child,student,retail_trade
P-01338,HH-0380,6-12,female,child,student,retail_trade
P-01339,HH-0381,35-44,male,household_head,worker,home_care
P-01340,HH-0381,18-24,male,adult,worker,retail_trade
P-01341,HH-0381,0-5,male,child,caregiver,casual_labor
P-01342,HH-0381,0-5,male,child,dependent,restaurant_work
P-01343,HH-0381,6-12,female,child,student,livestock
P-01344,HH-0382,35-44,female,household_head,caregiver,livestock
P-01345,HH-0382,25-34,male,adult,worker,home_care
P-01346,HH-0382,18-24,male,adult,worker,retail_trade
P-01347,HH-0382,0-5,male,child,dependent,casual_labor
P-01348,HH-0382,55-64,female,adult,worker,livestock
P-01349,HH-0382,55-64,female,adult,worker,other
P-01350,HH-0383,35-44,female,household_head,worker,livestock
P-01351,HH-0384,25-34,female,household_head,worker,casual_labor
P-01352,HH-0384,45-54,male,adult,worker,casual_labor
P-01353,HH-0384,6-12,female,child,student,home_care
P-01354,HH-0384,6-12,female,child,student,school
P-01355,HH-0384,18-24,male,adult,worker,casual_labor
P-01356,HH-0384,6-12,male,child,student,school
P-01357,HH-0384,0-5,female,child,dependent,other
P-01358,HH-0385,55-64,female,household_head,worker,retail_trade
P-01359,HH-0385,45-54,male,adult,worker,other
P-01360,HH-0385,0-5,female,child,dependent,home_care
P-01361,HH-0385,6-12,male,child,student,school
P-01362,HH-0386,55-64,male,household_head,worker,casual_labor
P-01363,HH-0386,6-12,female,child,student,livestock
P-01364,HH-0386,6-12,male,child,student,casual_labor
P-01365,HH-0386,13-17,male,child,student,livestock
P-01366,HH-0387,35-44,male,household_head,worker,livestock
P-01367,HH-0387,45-54,female,adult,worker,retail_trade
P-01368,HH-0387,45-54,female,adult,worker,home_care
P-01369,HH-0388,45-54,female,household_head,caregiver,home_care
P-01370,HH-0389,55-64,female,household_head,caregiver,home_care
P-01371,HH-0390,35-44,female,household_head,worker,home_care
P-01372,HH-0390,0-5,male,child,dependent,restaurant_work
P-01373,HH-0390,6-12,female,child,student,livestock
P-01374,HH-0390,18-24,female,adult,worker,casual_labor
P-01375,HH-0390,0-5,male,child,dependent,livestock
P-01376,HH-0391,25-34,female,household_head,worker,retail_trade
P-01377,HH-0391,45-54,male,adult,worker,home_care
P-01378,HH-0391,45-54,female,adult,worker,other
P-01379,HH-0391,55-64,female,adult,worker,livestock
P-01380,HH-0391,13-17,female,child,student,restaurant_work
P-01381,HH-0392,25-34,male,household_head,worker,restaurant_work
P-01382,HH-0393,35-44,male,household_head,worker,retail_trade
P-01383,HH-0393,35-44,male,adult,worker,home_care
P-01384,HH-0394,45-54,female,household_head,worker,home_care
P-01385,HH-0394,13-17,female,child,student,casual_labor
P-01386,HH-0394,6-12,male,child,student,school
P-01387,HH-0395,45-54,male,household_head,caregiver,restaurant_work
P-01388,HH-0395,13-17,male,child,student,retail_trade
P-01389,HH-0395,13-17,female,child,student,retail_trade
P-01390,HH-0395,0-5,male,child,dependent,casual_labor
P-01391,HH-0395,35-44,female,adult,worker,livestock
P-01392,HH-0396,25-34,male,household_head,worker,retail_trade
P-01393,HH-0396,25-34,male,adult,caregiver,casual_labor
P-01394,HH-0396,18-24,female,adult,worker,retail_trade
P-01395,HH-0396,6-12,female,child,student,casual_labor
P-01396,HH-0396,25-34,male,adult,caregiver,home_care
P-01397,HH-0396,13-17,female,child,student,school
P-01398,HH-0397,25-34,male,household_head,worker,school
P-01399,HH-0397,13-17,female,child,student,casual_labor
P-01400,HH-0397,6-12,male,child,student,retail_trade
P-01401,HH-0397,13-17,female,child,student,casual_labor
P-01402,HH-0397,25-34,female,adult,caregiver,livestock
P-01403,HH-0397,25-34,female,adult,worker,livestock
P-01404,HH-0397,13-17,male,child,student,livestock
P-01405,HH-0398,25-34,female,household_head,worker,retail_trade
P-01406,HH-0399,35-44,male,household_head,worker,other
P-01407,HH-0400,35-44,female,household_head,caregiver,retail_trade
P-01408,HH-0400,6-12,female,child,student,school
P-01409,HH-0400,25-34,female,adult,worker,livestock
P-01410,HH-0400,0-5,male,child,dependent,school
P-01411,HH-0400,6-12,male,child,student,school
P-01412,HH-0400,6-12,male,child,student,school
P-01413,HH-0401,35-44,male,household_head,worker,home_care
P-01414,HH-0401,18-24,female,adult,worker,retail_trade
P-01415,HH-0401,0-5,male,child,dependent,retail_trade
P-01416,HH-0401,18-24,female,adult,worker,home_care
P-01417,HH-0401,35-44,female,adult,worker,home_care
P-01418,HH-0401,6-12,female,child,student,casual_labor
P-01419,HH-0401,18-24,female,adult,worker,livestock
P-01420,HH-0402,35-44,male,household_head,worker,casual_labor
P-01421,HH-0402,25-34,female,adult,worker,livestock
P-01422,HH-0402,18-24,male,adult,worker,livestock
P-01423,HH-0402,25-34,male,adult,worker,other
P-01424,HH-0402,55-64,female,adult,worker,other
P-01425,HH-0403,55-64,female,household_head,worker,casual_labor
P-01426,HH-0403,6-12,male,child,student,school
P-01427,HH-0403,13-17,male,child,student,school
P-01428,HH-0403,13-17,male,child,student,other
P-01429,HH-0404,35-44,female,household_head,worker,retail_trade
P-01430,HH-0404,18-24,male,adult,worker,retail_trade
P-01431,HH-0404,18-24,female,adult,worker,livestock
P-01432,HH-0404,13-17,male,child,student,home_care
P-01433,HH-0404,0-5,male,child,dependent,livestock
P-01434,HH-0405,35-44,male,household_head,worker,livestock
P-01435,HH-0406,45-54,female,household_head,caregiver,livestock
P-01436,HH-0406,55-64,female,adult,worker,retail_trade
P-01437,HH-0406,0-5,female,child,dependent,casual_labor
P-01438,HH-0406,25-34,male,adult,caregiver,casual_labor
P-01439,HH-0407,65+,male,household_head,dependent,livestock
P-01440,HH-0407,35-44,female,adult,worker,livestock
P-01441,HH-0407,0-5,female,child,dependent,retail_trade
P-01442,HH-0407,6-12,female,child,student,school
P-01443,HH-0407,0-5,female,child,dependent,casual_labor
P-01444,HH-0408,35-44,female,household_head,worker,retail_trade
P-01445,HH-0408,45-54,male,adult,worker,casual_labor
P-01446,HH-0408,55-64,male,adult,worker,restaurant_work
P-01447,HH-0408,35-44,female,adult,worker,restaurant_work
P-01448,HH-0409,45-54,female,household_head,worker,home_care
P-01449,HH-0409,45-54,female,adult,worker,casual_labor
P-01450,HH-0409,35-44,male,adult,worker,retail_trade
P-01451,HH-0409,65+,male,adult,dependent,home_care
P-01452,HH-0409,18-24,male,adult,worker,livestock
P-01453,HH-0410,25-34,male,household_head,worker,home_care
P-01454,HH-0411,25-34,female,household_head,worker,other
P-01455,HH-0412,55-64,male,household_head,worker,retail_trade
P-01456,HH-0412,6-12,female,child,student,livestock
P-01457,HH-0412,25-34,male,adult,worker,casual_labor
P-01458,HH-0413,25-34,female,household_head,caregiver,restaurant_work
P-01459,HH-0413,25-34,male,adult,worker,casual_labor
P-01460,HH-0413,18-24,male,adult,worker,casual_labor
P-01461,HH-0413,6-12,male,child,student,home_care
P-01462,HH-0413,0-5,female,child,dependent,other
P-01463,HH-0413,35-44,male,adult,worker,restaurant_work
P-01464,HH-0414,35-44,male,household_head,worker,retail_trade
P-01465,HH-0415,25-34,male,household_head,worker,home_care
P-01466,HH-0415,25-34,male,adult,worker,livestock
P-01467,HH-0415,13-17,female,child,student,retail_trade
P-01468,HH-0416,55-64,female,household_head,worker,home_care
P-01469,HH-0416,6-12,female,child,student,school
P-01470,HH-0416,25-34,male,adult,caregiver,livestock
P-01471,HH-0416,13-17,male,child,student,casual_labor
P-01472,HH-0417,25-34,female,household_head,caregiver,home_care
P-01473,HH-0417,18-24,male,adult,worker,other
P-01474,HH-0417,0-5,male,child,dependent,other
P-01475,HH-0418,25-34,male,household_head,worker,home_care
P-01476,HH-0418,13-17,female,child,student,school
P-01477,HH-0419,55-64,female,household_head,caregiver,restaurant_work
P-01478,HH-0420,55-64,female,household_head,worker,livestock
P-01479,HH-0420,35-44,male,adult,worker,casual_labor
P-01480,HH-0420,6-12,male,child,student,livestock
P-01481,HH-0421,45-54,female,household_head,worker,home_care
P-01482,HH-0421,13-17,male,child,student,livestock
P-01483,HH-0421,18-24,female,adult,caregiver,casual_labor
P-01484,HH-0421,0-5,male,child,dependent,casual_labor
P-01485,HH-0422,25-34,male,household_head,caregiver,livestock
P-01486,HH-0422,0-5,female,child,dependent,livestock
P-01487,HH-0423,55-64,female,household_head,worker,livestock
P-01488,HH-0423,35-44,female,adult,worker,other
P-01489,HH-0423,35-44,female,adult,worker,livestock
P-01490,HH-0423,25-34,male,adult,worker,casual_labor
P-01491,HH-0423,6-12,female,child,student,livestock
P-01492,HH-0424,45-54,male,household_head,worker,restaurant_work
P-01493,HH-0424,6-12,male,child,student,livestock
P-01494,HH-0424,35-44,female,adult,worker,casual_labor
P-01495,HH-0424,0-5,female,child,dependent,retail_trade
P-01496,HH-0424,6-12,female,child,student,school
P-01497,HH-0424,6-12,female,child,student,school
P-01498,HH-0424,25-34,male,adult,worker,livestock
P-01499,HH-0425,25-34,male,household_head,worker,casual_labor
P-01500,HH-0425,45-54,male,adult,worker,casual_labor
P-01501,HH-0425,25-34,male,adult,worker,retail_trade
P-01502,HH-0426,25-34,female,household_head,worker,livestock
P-01503,HH-0426,18-24,female,adult,worker,livestock
P-01504,HH-0426,0-5,female,child,dependent,casual_labor
P-01505,HH-0426,13-17,male,child,student,school
P-01506,HH-0426,0-5,female,child,dependent,casual_labor
P-01507,HH-0427,35-44,male,household_head,worker,livestock
P-01508,HH-0428,65+,male,household_head,dependent,casual_labor
